"Fe_mean","Fe_sd","Fe_min","Fe_max","Fe_median","Mn_mean","Mn_sd","Mn_min","Mn_max","Mn_median","S_mean","S_sd","S_min","S_max","S_median","Ti_mean","Ti_sd","Ti_min","Ti_max","Ti_median","Al_mean","Al_sd","Al_min","Al_max","Al_median","Si_mean","Si_sd","Si_min","Si_max","Si_median","K_mean","K_sd","K_min","K_max","K_median","Rb_mean","Rb_sd","Rb_min","Rb_max","Rb_median","Zr_mean","Zr_sd","Zr_min","Zr_max","Zr_median","Ca_mean","Ca_sd","Ca_min","Ca_max","Ca_median","Sr_mean","Sr_sd","Sr_min","Sr_max","Sr_median","P_mean","P_sd","P_min","P_max","P_median","Ba_mean","Ba_sd","Ba_min","Ba_max","Ba_median","Fe.y_mean","Fe.y_sd","Fe.y_min","Fe.y_max","Fe.y_median","Mn.y_mean","Mn.y_sd","Mn.y_min","Mn.y_max","Mn.y_median","S.y_mean","S.y_sd","S.y_min","S.y_max","S.y_median","Ti.y_mean","Ti.y_sd","Ti.y_min","Ti.y_max","Ti.y_median","Al.y_mean","Al.y_sd","Al.y_min","Al.y_max","Al.y_median","Si.y_mean","Si.y_sd","Si.y_min","Si.y_max","Si.y_median","K.y_mean","K.y_sd","K.y_min","K.y_max","K.y_median","Rb.y_mean","Rb.y_sd","Rb.y_min","Rb.y_max","Rb.y_median","Zr.y_mean","Zr.y_sd","Zr.y_min","Zr.y_max","Zr.y_median","Ca.y_mean","Ca.y_sd","Ca.y_min","Ca.y_max","Ca.y_median","Sr.y_mean","Sr.y_sd","Sr.y_min","Sr.y_max","Sr.y_median","P.y_mean","P.y_sd","P.y_min","P.y_max","P.y_median","Ba.y_mean","Ba.y_sd","Ba.y_min","Ba.y_max","Ba.y_median","Fe.x_mean","Fe.x_sd","Fe.x_min","Fe.x_max","Fe.x_median","Mn.x_mean","Mn.x_sd","Mn.x_min","Mn.x_max","Mn.x_median","S.x_mean","S.x_sd","S.x_min","S.x_max","S.x_median","Ti.x_mean","Ti.x_sd","Ti.x_min","Ti.x_max","Ti.x_median","Al.x_mean","Al.x_sd","Al.x_min","Al.x_max","Al.x_median","Si.x_mean","Si.x_sd","Si.x_min","Si.x_max","Si.x_median","K.x_mean","K.x_sd","K.x_min","K.x_max","K.x_median","Rb.x_mean","Rb.x_sd","Rb.x_min","Rb.x_max","Rb.x_median","Zr.x_mean","Zr.x_sd","Zr.x_min","Zr.x_max","Zr.x_median","Ca.x_mean","Ca.x_sd","Ca.x_min","Ca.x_max","Ca.x_median","Sr.x_mean","Sr.x_sd","Sr.x_min","Sr.x_max","Sr.x_median","P.x_mean","P.x_sd","P.x_min","P.x_max","P.x_median","Ba.x_mean","Ba.x_sd","Ba.x_min","Ba.x_max","Ba.x_median","Mn_Fe_mean","Mn_Fe_sd","Mn_Fe_min","Mn_Fe_max","Mn_Fe_median","S_Ti_mean","S_Ti_sd","S_Ti_min","S_Ti_max","S_Ti_median","Fe_Ti_mean","Fe_Ti_sd","Fe_Ti_min","Fe_Ti_max","Fe_Ti_median","Si_Ti_mean","Si_Ti_sd","Si_Ti_min","Si_Ti_max","Si_Ti_median","Ti_Al_mean","Ti_Al_sd","Ti_Al_min","Ti_Al_max","Ti_Al_median","Ba_Ti_mean","Ba_Ti_sd","Ba_Ti_min","Ba_Ti_max","Ba_Ti_median","Ca_Ti_mean","Ca_Ti_sd","Ca_Ti_min","Ca_Ti_max","Ca_Ti_median","TNWt_mean","TNWt_sd","TNWt_min","TNWt_max","TNWt_median","TCWt_mean","TCWt_sd","TCWt_min","TCWt_max","TCWt_median","TSWt_mean","TSWt_sd","TSWt_min","TSWt_max","TSWt_median","RABD673_mean","RABD673_sd","RABD673_min","RABD673_max","RABD673_median","Moving.Average_mean","Moving.Average_sd","Moving.Average_min","Moving.Average_max","Moving.Average_median","mean_gray_mean","mean_gray_sd","mean_gray_min","mean_gray_max","mean_gray_median"
0.475017299552603,0.0342105605044438,0.412795412873976,0.614184180875136,0.469858522257272,0.00942681372677592,0.00367698490597309,0.00544517428933403,0.0663072422220404,0.00886301993531676,0.00191681497276723,0.000805033151742598,0.000725742455721764,0.00609937909987021,0.0017331715078539,0.175094617279405,0.0137355984702818,0.107596883861504,0.197537584557609,0.178006856310042,0.00315125430516457,0.000332371533515446,0.00188277263043155,0.00389516573017915,0.00319271491846655,0.0232811966242445,0.00227917131616682,0.0140735525753311,0.02975790337461,0.0236084084185836,0.224139186577339,0.0200483158481154,0.128305078300988,0.271709373631187,0.225916122899783,0.0053089411957887,0.000670341891448094,0.00268864727894163,0.00734989285183336,0.00525179205536986,0.00305253902315725,0.000412711530207841,0.00137667452311908,0.00481159100396827,0.00307106847121163,0.0715102813679225,0.00350989819676995,0.0628337225717447,0.0868410291604223,0.0712103375852977,0.00135334116911884,0.000213803051414548,0.000659271045110345,0.0020171059234776,0.00134970148907355,0.000464438019656144,5.2070566225444e-05,0.000310224175108833,0.000624663031315536,0.000464285458582803,0.00628327618605757,0.000410052607235442,0.00489740395004526,0.00745607255114134,0.00631662779082552,3.68517085170953,0.0919896393853499,3.49137930088911,4.11158541485545,3.67005798432365,-0.265265475851191,0.227800751893439,-0.758342522031741,1.79506222768343,-0.296619838465454,-1.9054118472367,0.390454717185178,-2.75549603850001,-0.755823692096753,-1.91886529543364,2.68625707986246,0.0784753057559351,2.2612197908256,2.88193665795261,2.69776056450897,-1.33387123314772,0.104825163140744,-1.80496769133251,-1.12770570178953,-1.32649389965631,0.666813387440613,0.0998335077977401,0.20369474529278,0.865768179730924,0.679652335591072,2.93226743606132,0.0875657246679605,2.45517395463466,3.14317982869675,2.94248440342991,-0.814425238731659,0.113611131139071,-1.35714764792964,-0.469654113814808,-0.818763976793007,-1.36969781736113,0.129658814610973,-2.07311538949118,-0.976961636195231,-1.35631881376119,1.79296180747435,0.0499422223451309,1.64528471938061,1.95356686296335,1.7902132847712,-2.18580211149037,0.143269334744313,-2.74019260229962,-1.74999148938397,-2.17718619265866,-3.24902215331786,0.110458453887435,-3.6093885848065,-2.90916087893105,-3.24661337812519,-0.639974685411636,0.0587292572413386,-0.856785080137842,-0.477868560048934,-0.637453108410526,423496.290769231,39279.2628894332,309021,537865,422521.5,8358.69384615385,3121.03653273027,5351,57546,7880.5,1713.01230769231,734.867215348075,670,5564,1555.5,156116.313846154,15440.3232778482,87640,193793,158109,2814.43846153846,377.916243723866,1602,3983,2851,20803.0246153846,2740.17019187512,12214,27547,20998.5,199919.884615385,22202.138267015,111352,259667,201801.5,4718.30923076923,531.025874095929,2190,6930,4758,2714.65384615385,349.654042348048,1122,4011,2744.5,63693.6384615385,4120.3634707426,49917,79213,64130,1202.36461538462,176.180397576523,537,1865,1195,413.821538461538,50.9359442206988,278,599,414,5592.14615384615,375.46666826223,4025,6630,5632,-3.95043632756072,0.197546883314187,-4.39295067768943,-2.18776333935237,-3.96527676798823,-4.59166892709916,0.451480457475923,-5.5628721119047,-3.30683271685516,-4.62724490060809,0.998913771847071,0.151906535087217,0.757649395150798,1.70367077778345,0.971206163367017,-2.01944369242184,0.0716060693435183,-2.33407858044999,-1.81109740806402,-2.01133920915049,4.02012831301018,0.0737280724185025,3.82945518250829,4.31291901405376,4.01201888586466,-3.32623176527409,0.065416018680348,-3.57632582801682,-3.01257932427571,-3.33061739983753,-0.893295272388109,0.0886779511618803,-1.11746834704268,-0.33843818582459,-0.900850399777698,0.226805806400226,0.0143083276634656,0.19575549967587,0.261988428607583,0.226592685103416,2.98717325665401,0.350987703192058,2.45355139636993,3.81154999482632,2.93498082560301,0.164527902423418,0.10950143953978,0.00035670336708428,0.40205693000555,0.14528198954463,1.03376625912964,0.00966763454143867,1.01485580362009,1.12486572731878,1.03242600882096,1.03365812975094,0.00854738611381094,1.01792679103057,1.10779077046288,1.03246823287409,0.210674280702101,0.0754982538413721,0.00321196293902061,0.353259016016677,0.230453566041799
