"y","mean_gray","position..mm.","facies_class","facies_prob"
532,0.123337178008458,25.1409163173869,2,4.22031724656097e-09
533,0.148096885813149,25.1878884231826,2,8.03178636732321e-14
534,0.161783929257978,25.2348605289782,2,7.64701112355753e-17
535,0.170088427527874,25.2818326347738,2,7.96871440387851e-19
536,0.17839292579777,25.3288047405695,2,6.34154407226157e-21
537,0.181007304882737,25.3757768463651,2,1.3076466272479e-21
538,0.17839292579777,25.4227489521607,2,6.34154407226157e-21
539,0.175317185697809,25.4697210579564,2,3.92264087353191e-20
540,0.17277970011534,25.516693163752,2,1.71440131198846e-19
541,0.170857362552864,25.5636652695476,2,5.15227564851523e-19
542,0.170626682045367,25.6106373753433,2,5.87383107422849e-19
543,0.178700499807766,25.6576094811389,2,5.27408931379229e-21
544,0.188850442137639,25.7045815869345,2,9.69952737913519e-24
545,0.191926182237601,25.7515536927302,2,1.32336457975277e-24
546,0.198231449442522,25.7985257985258,2,1.9766639688206e-26
547,0.198692810457516,25.8454979043214,2,1.44412063444938e-26
548,0.194925028835063,25.8924700101171,2,1.82839623901171e-25
549,0.192156862745098,25.9394421159127,2,1.1379450232518e-24
550,0.185236447520185,25.9864142217084,2,9.58708313923085e-23
551,0.182314494425221,26.033386327504,2,5.87648873956791e-22
552,0.187312572087659,26.0803584332996,2,2.58803849497685e-23
553,0.181853133410227,26.1273305390953,2,7.79946917660323e-22
554,0.18077662437524,26.1743026448909,2,1.50479719832463e-21
555,0.179008073817762,26.2212747506865,2,4.3846403537201e-21
556,0.177393310265283,26.2682468564822,2,1.15134431471782e-20
557,0.177777777777778,26.3152189622778,2,9.15783503961358e-21
558,0.179853902345252,26.3621910680734,2,2.63323619857743e-21
559,0.18077662437524,26.4091631738691,2,1.50479719832463e-21
560,0.179853902345252,26.4561352796647,2,2.63323619857743e-21
561,0.169857747020377,26.5031073854603,2,9.07839533216787e-19
562,0.171933871587851,26.550079491256,2,2.78715670178042e-19
563,0.169319492502884,26.5970515970516,2,1.22962720064617e-18
564,0.165244136870434,26.6440237028472,2,1.17919600932677e-17
565,0.162783544790465,26.6909958086429,2,4.47682983951909e-17
566,0.158169934640523,26.7379679144385,2,5.13469892583057e-16
567,0.153248750480584,26.7849400202342,2,6.34937599954934e-15
568,0.151710880430604,26.8319121260298,2,1.36807485988193e-14
569,0.143790849673203,26.8788842318254,2,6.22187562499177e-13
570,0.135640138408304,26.9258563376211,2,2.49989740010929e-11
571,0.131949250288351,26.9728284434167,2,1.23176873839665e-10
572,0.13041138023837,27.0198005492123,2,2.36013909013396e-10
573,0.126336024605921,27.066772655008,2,1.26994617341665e-09
574,0.124951941560938,27.1137447608036,2,2.21928914418558e-09
575,0.131334102268358,27.1607168665992,2,1.59929330449253e-10
576,0.138254517493272,27.2076889723949,2,7.84567517472336e-12
577,0.141484044598231,27.2546610781905,2,1.81271589324191e-12
578,0.143483275663206,27.3016331839861,2,7.183246991221e-13
579,0.143329488658208,27.3486052897818,2,7.71729825368404e-13
580,0.140868896578239,27.3955773955774,2,2.40312138089328e-12
581,0.140868896578239,27.442549501373,2,2.40312138089328e-12
582,0.146174548250673,27.4895216071687,2,2.01985924916632e-13
583,0.154555940023068,27.5364937129643,2,3.28395925810929e-15
584,0.159784698193003,27.58346581876,2,2.20608852354453e-16
585,0.167012687427912,27.6304379245556,2,4.45592465978009e-18
586,0.169319492502884,27.6774100303512,2,1.22962720064617e-18
587,0.168242983467897,27.7243821361469,2,2.24818620169976e-18
588,0.16239907727797,27.7713542419425,2,5.5029578185487e-17
589,0.154786620530565,27.8183263477381,2,2.92135962083492e-15
590,0.150249903883122,27.8652984535338,2,2.81413693258892e-14
591,0.148481353325644,27.9122705593294,2,6.66828527389739e-14
592,0.147866205305652,27.959242665125,2,8.9779959718211e-14
593,0.153325643983083,28.0062147709207,2,6.10890479351821e-15
594,0.155555555555556,28.0531868767163,2,1.97512177466604e-15
595,0.162091503267974,28.1001589825119,2,6.48816129920882e-17
596,0.170626682045367,28.1471310883076,2,5.87383107422849e-19
597,0.172395232602845,28.1941031941032,2,2.13892639563036e-19
598,0.169011918492887,28.2410752998988,2,1.46166268403953e-18
599,0.169934640522876,28.2880474056945,2,8.69251633645311e-19
600,0.174086889657824,28.3350195114901,2,8.04504063943226e-20
601,0.169857747020377,28.3819916172857,2,9.07839533216787e-19
602,0.171933871587851,28.4289637230814,2,2.78715670178042e-19
603,0.174317570165321,28.475935828877,2,7.03456191077438e-20
604,0.173856209150327,28.5229079346727,2,9.19872380771431e-20
605,0.173087274125336,28.5698800404683,2,1.43569796665831e-19
606,0.174163783160323,28.6168521462639,2,7.69321830794411e-20
607,0.17524029219531,28.6638242520596,2,4.10347867099754e-20
608,0.175317185697809,28.7107963578552,2,3.92264087353191e-20
609,0.17923875432526,28.7577684636508,2,3.81649623973249e-21
610,0.179392541330258,28.8047405694465,2,3.47883209790879e-21
611,0.179392541330258,28.8517126752421,2,3.47883209790879e-21
612,0.178546712802768,28.8986847810377,2,5.7835165648481e-21
613,0.177854671280277,28.9456568868334,2,8.74740667501849e-21
614,0.177316416762784,28.992628992629,2,1.20519328288269e-20
615,0.177008842752787,29.0396010984246,2,1.44663639693369e-20
616,0.177085736255286,29.0865732042203,2,1.38213096580454e-20
617,0.181776239907728,29.1335453100159,2,8.17559962553018e-22
618,0.183698577470204,29.1805174158115,2,2.50042338280766e-22
619,0.184236831987697,29.2274895216072,2,1.78968733495277e-22
620,0.185390234525183,29.2744616274028,2,8.70607722800165e-23
621,0.186620530565167,29.3214337331985,2,4.01231836303462e-23
622,0.186236063052672,29.3684058389941,2,5.11467827286998e-23
623,0.1840061514802,29.4153779447897,2,2.06578128639618e-22
624,0.181314878892734,29.4623500505854,2,1.08399546962347e-21
625,0.176931949250288,29.509322156381,2,1.51411639478994e-20
626,0.172472126105344,29.5562942621766,2,2.04644207324496e-19
627,0.166705113417916,29.6032663679723,2,5.28223028113151e-18
628,0.161322568242983,29.6502384737679,2,9.77813296414091e-17
629,0.157862360630527,29.6972105795635,2,6.02448592600294e-16
630,0.157785467128028,29.7441826853592,2,6.26970842308262e-16
631,0.159092656670511,29.7911547911548,2,3.17234691410067e-16
632,0.160630526720492,29.8381268969504,2,1.4117212650684e-16
633,0.165013456362937,29.8850990027461,2,1.33761025668861e-17
634,0.169934640522876,29.9320711085417,2,8.69251633645311e-19
635,0.168396770472895,29.9790432143373,2,2.06307516023348e-18
636,0.164321414840446,30.026015320133,2,1.94997956724182e-17
637,0.162937331795463,30.0729874259286,2,4.12147061726107e-17
638,0.159015763168012,30.1199595317243,2,3.30264027325738e-16
639,0.153325643983083,30.1669316375199,2,6.10890479351821e-15
640,0.151633986928105,30.2139037433155,2,1.42128185476159e-14
641,0.156324490580546,30.2608758491112,2,1.33246024114239e-15
642,0.157862360630527,30.3078479549068,2,6.02448592600294e-16
643,0.162552864282968,30.3548200607024,2,5.06728269659287e-17
644,0.165397923875433,30.4017921664981,2,1.08402949633021e-17
645,0.162245290272972,30.4487642722937,2,5.97555632141276e-17
646,0.159246443675509,30.4957363780893,2,2.92678399888419e-16
647,0.155940023068051,30.542708483885,2,1.62271695628873e-15
648,0.152633602460592,30.5896805896806,2,8.64039699212808e-15
649,0.152479815455594,30.6366526954762,2,9.33018612581775e-15
650,0.159477124183007,30.6836248012719,2,2.59318569889606e-16
651,0.164398308342945,30.7305969070675,2,1.87016685171738e-17
652,0.167935409457901,30.7775690128631,2,2.66899169592e-18
653,0.171549404075356,30.8245411186588,2,3.47286379069276e-19
654,0.173317954632834,30.8715132244544,2,1.25651972092418e-19
655,0.174778931180315,30.91848533025,2,5.37500419498829e-20
656,0.177239523260284,30.9654574360457,2,1.2615307974742e-20
657,0.179546328335256,31.0124295418413,2,3.17073918823864e-21
658,0.176470588235294,31.059401647637,2,1.98949121183814e-20
659,0.175855440215302,31.1063737534326,2,2.85940628809738e-20
660,0.178854286812764,31.1533458592282,2,4.80907426860115e-21
661,0.183775470972703,31.2003179650239,2,2.38394920074524e-22
662,0.187773933102653,31.2472900708195,2,1.92995436935228e-23
663,0.191080353710112,31.2942621766151,2,2.29747709133723e-24
664,0.192848904267589,31.3412342824108,2,7.22570459795037e-25
665,0.197078046905037,31.3882063882064,2,4.31651050999513e-26
666,0.193540945790081,31.435178494002,2,4.57920873394177e-25
667,0.189542483660131,31.4821505997977,2,6.21694758752479e-24
668,0.188465974625144,31.5291227055933,2,1.24079651583083e-23
669,0.188619761630142,31.5760948113889,2,1.12448110470323e-23
670,0.18562091503268,31.6230669171846,2,7.53264756208831e-23
671,0.17839292579777,31.6700390229802,2,6.34154407226157e-21
672,0.17201076509035,31.7170111287758,2,2.66701694174858e-19
673,0.168242983467897,31.7639832345715,2,2.24818620169976e-18
674,0.166782006920415,31.8109553403671,2,5.06246822923609e-18
675,0.165013456362937,31.8579274461628,2,1.33761025668861e-17
676,0.164628988850442,31.9048995519584,2,1.64957632861909e-17
677,0.16716647443291,31.951871657754,2,4.09202849555434e-18
678,0.170857362552864,31.9988437635497,2,5.15227564851523e-19
679,0.174240676662822,32.0458158693453,2,7.35660879632102e-20
680,0.175624759707805,32.0927879751409,2,3.27477495270363e-20
681,0.18000768935025,32.1397600809366,2,2.39934127560529e-21
682,0.183314109957709,32.1867321867322,2,3.1727722506725e-22
683,0.187312572087659,32.2337042925278,2,2.58803849497685e-23
684,0.189081122645136,32.2806763983235,2,8.36477398020291e-24
685,0.18877354863514,32.3276485041191,2,1.01897055331893e-23
686,0.186543637062668,32.3746206099147,2,4.21212285010518e-23
687,0.182698961937716,32.4215927157104,2,4.63846240192834e-22
688,0.18000768935025,32.468564821506,2,2.39934127560529e-21
689,0.175009611687812,32.5155369273016,2,4.69690289664099e-20
690,0.170011534025375,32.5625090330973,2,8.32284692465816e-19
691,0.166013071895425,32.6094811388929,2,7.73512873755759e-18
692,0.166013071895425,32.6564532446885,2,7.73512873755759e-18
693,0.170242214532872,32.7034253504842,2,7.30450599353444e-19
694,0.174317570165321,32.7503974562798,2,7.03456191077438e-20
695,0.176470588235294,32.7973695620755,2,1.98949121183814e-20
696,0.176931949250288,32.8443416678711,2,1.51411639478994e-20
697,0.178239138792772,32.8913137736667,2,6.95274967895409e-21
698,0.177547097270281,32.9382858794624,2,1.05068193717115e-20
699,0.177470203767782,32.985257985258,2,1.0998751996801e-20
700,0.177393310265283,33.0322300910536,2,1.15134431471782e-20
701,0.173933102652826,33.0792021968493,2,8.79706904585808e-20
702,0.16716647443291,33.1261743026449,2,4.09202849555434e-18
703,0.162245290272972,33.1731464084405,2,5.97555632141276e-17
704,0.159938485198001,33.2201185142362,2,2.03451012123382e-16
705,0.159477124183007,33.2670906200318,2,2.59318569889606e-16
706,0.163091118800461,33.3140627258274,2,3.79397840671169e-17
707,0.16878123798539,33.3610348316231,2,1.66359453190395e-18
708,0.175317185697809,33.4080069374187,2,3.92264087353191e-20
709,0.180469050365244,33.4549790432144,2,1.81404761207513e-21
710,0.185005767012687,33.50195114901,2,1.10765261609075e-22
711,0.1920030757401,33.5489232548056,2,1.25845374912599e-24
712,0.19923106497501,33.5958953606013,2,1.00019569832423e-26
713,0.199000384467513,33.6428674663969,2,1.17087797047298e-26
714,0.204075355632449,33.6898395721925,2,3.48317605374767e-28
715,0.206843521722414,33.7368116779882,3,4.9079991611958e-29
716,0.206843521722414,33.7837837837838,3,4.9079991611958e-29
717,0.207766243752403,33.8307558895794,3,2.53733118937819e-29
718,0.206305267204921,33.8777279953751,2,7.20101217186318e-29
719,0.203767781622453,33.9247001011707,2,4.32258968326943e-28
720,0.203075740099962,33.9716722069663,2,7.01677530220923e-28
721,0.197846981930027,34.018644312762,2,2.56600498646852e-26
722,0.201153402537486,34.0656164185576,2,2.66860528522721e-27
723,0.202153018069973,34.1125885243532,2,1.33473759397676e-27
724,0.202768166089965,34.1595606301489,2,8.69730706673806e-28
725,0.205305651672434,34.2065327359445,2,1.46320855994834e-28
726,0.206689734717416,34.2535048417401,3,5.47673736492342e-29
727,0.207689350249904,34.3004769475358,3,2.68107017580794e-29
728,0.210841983852364,34.3474490533314,3,2.74913711356494e-30
729,0.209150326797386,34.3944211591271,3,9.37468043398445e-30
730,0.214686658977316,34.4413932649227,3,1.62664332312996e-31
731,0.221453287197232,34.4883653707183,3,9.86805664721497e-34
732,0.226451364859669,34.535337476514,3,2.05337460436059e-35
733,0.231603229527105,34.5823095823096,3,3.47619761789657e-37
734,0.236447520184544,34.6292816881052,3,6.94097781243342e-39
735,0.241983852364475,34.6762537939009,3,7.23566565228367e-41
736,0.244521337946943,34.7232258996965,3,8.65503430105006e-42
737,0.246597462514418,34.7701980054921,3,1.50088489621816e-42
738,0.251518646674356,34.8171701112878,3,2.23838042650256e-44
739,0.253748558246828,34.8641422170834,3,3.25003213137075e-45
740,0.249288735101884,34.911114322879,3,1.51871133822356e-43
741,0.242137639369473,34.9580864286747,3,6.3655008258833e-41
742,0.236908881199539,35.0050585344703,3,4.76270338652404e-39
743,0.233294886582084,35.0520306402659,3,8.93866240065871e-38
744,0.231680123029604,35.0990027460616,3,3.26874418977714e-37
745,0.228219915417147,35.1459748518572,3,5.11282469345284e-36
746,0.222991157247213,35.1929469576529,3,3.02473551269081e-34
747,0.214532871972318,35.2399190634485,3,1.82330034567846e-31
748,0.20876585928489,35.2868911692441,3,1.23705347059464e-29
749,0.205228758169935,35.3338632750398,2,1.54497903236219e-28
750,0.194925028835063,35.3808353808354,2,1.82839623901171e-25
751,0.180161476355248,35.427807486631,2,2.18601221187124e-21
752,0.169857747020377,35.4747795924267,2,9.07839533216787e-19
753,0.160476739715494,35.5217516982223,2,1.53138914105358e-16
754,0.151633986928105,35.5687238040179,2,1.42128185476159e-14
755,0.141714725105729,35.6156959098136,2,1.63027587440044e-12
756,0.134256055363322,35.6626680156092,2,4.57199205599171e-11
757,0.126182237600923,35.7096401214048,2,1.35165711677277e-09
758,0.11518646674356,35.7566122272005,2,9.40859837591532e-08
759,0.103575547866205,35.8035843329961,2,5.23793015682374e-06
760,0.0975009611687812,35.8505564387917,2,3.55332229089781e-05
761,0.10003844675125,35.8975285445874,2,1.62234567817435e-05
762,0.111495578623606,35.944500650383,2,3.55381096533614e-07
763,0.119338715878508,35.9914727561787,2,1.99243523938114e-08
764,0.117031910803537,36.0384448619743,2,4.7550290921776e-08
765,0.119415609381007,36.0854169677699,2,1.93487135084897e-08
766,0.132333717800846,36.1323890735656,2,1.04558603934222e-10
767,0.143867743175702,36.1793611793612,2,6.00203367751534e-13
768,0.14479046520569,36.2263332851568,2,3.89138856678385e-13
769,0.151864667435602,36.2733053909525,2,1.26747975359668e-14
770,0.15117262591311,36.3202774967481,2,1.7860988838173e-14
771,0.151633986928105,36.3672496025437,2,1.42128185476161e-14
772,0.153479430988082,36.4142217083394,2,5.65457171488655e-15
773,0.15440215301807,36.461193814135,2,3.54997783543537e-15
774,0.155940023068051,36.5081659199306,2,1.62271695628873e-15
775,0.159477124183007,36.5551380257263,2,2.59318569889608e-16
776,0.162937331795463,36.6021101315219,2,4.12147061726107e-17
777,0.16716647443291,36.6490822373175,2,4.09202849555434e-18
778,0.173164167627835,36.6960543431132,2,1.37333133443867e-19
779,0.178162245290273,36.7430264489088,2,7.27984017248148e-21
780,0.180699730872741,36.7899985547044,2,1.57683516331586e-21
781,0.183467896962707,36.8369706605001,2,2.88469724515167e-22
782,0.18961937716263,36.8839427662957,2,5.9164453834807e-24
783,0.195847750865052,36.9309148720914,2,9.87143016830322e-26
784,0.199000384467513,36.977886977887,2,1.17087797047298e-26
785,0.202998846597463,37.0248590836826,2,7.40396673745839e-28
786,0.201768550557478,37.0718311894783,2,1.74310972859588e-27
787,0.198615916955017,37.1188032952739,2,1.52177606435221e-26
788,0.196539792387543,37.1657754010695,2,6.20340456537525e-26
789,0.193540945790081,37.2127475068652,2,4.57920873394177e-25
790,0.192156862745098,37.2597196126608,2,1.1379450232518e-24
791,0.192464436755094,37.3066917184564,2,9.3017236550274e-25
792,0.194309880815071,37.3536638242521,2,2.75230746181742e-25
793,0.191695501730104,37.4006359300477,2,1.53866213430189e-24
794,0.189004229142637,37.4476080358433,2,8.78813786520209e-24
795,0.183929257977701,37.494580141639,2,2.1668676792708e-22
796,0.177470203767782,37.5415522474346,2,1.0998751996801e-20
797,0.172318339100346,37.5885243532302,2,2.23553815887171e-19
798,0.170857362552864,37.6354964590259,2,5.15227564851523e-19
799,0.173471741637832,37.6824685648215,2,1.1495360387131e-19
800,0.176316801230296,37.7294406706172,2,2.1786487109632e-20
801,0.18162245290273,37.7764127764128,2,8.98250318429847e-22
802,0.182622068435217,37.8233848822084,2,4.86344226590006e-22
803,0.184698193002691,37.8703569880041,2,1.34239134693889e-22
804,0.185005767012687,37.9173290937997,2,1.10765261609075e-22
805,0.181391772395233,37.9643011995953,2,1.03427403243561e-21
806,0.177008842752787,38.011273305391,2,1.44663639693369e-20
807,0.179084967320261,38.0582454111866,2,4.18653426294351e-21
808,0.183775470972703,38.1052175169822,2,2.38394920074524e-22
809,0.177470203767782,38.1521896227779,2,1.0998751996801e-20
810,0.177777777777778,38.1991617285735,2,9.15783503961358e-21
811,0.177700884275279,38.2461338343691,2,9.58729238119415e-21
812,0.177085736255286,38.2931059401648,2,1.38213096580454e-20
813,0.173856209150327,38.3400780459604,2,9.19872380771431e-20
814,0.17201076509035,38.387050151756,2,2.66701694174858e-19
815,0.172856593617839,38.4340222575517,2,1.64008129566411e-19
816,0.175009611687812,38.4809943633473,2,4.69690289664099e-20
817,0.185697808535179,38.527966469143,2,7.17741926589629e-23
818,0.192233756247597,38.5749385749386,2,1.08205055732962e-24
819,0.19838523644752,38.6219106807342,2,1.78045448895848e-26
820,0.200230680507497,38.6688827865299,2,5.04085911130028e-27
