421.807,1.33300257
422.678,0.287213469
423.578,-0.309713947
424.436,-0.862887979
425.236,-0.796757191
426.099,-0.834949405
427.049,-1.5543337
428.041,-0.744733741
429.091,0.529923147
430.099,0.823456492
431.049,1.29639452
432.041,1.01279473
433.091,0.392563008
434.162,1.01750532
435.262,1.44260465
436.278,0.18927321
437.178,0.214026168
438.162,0.651892133
439.262,2.0448545
440.341,2.11842051
441.391,3.01816854
442.378,1.77671012
443.278,1.80002834
444.199,1.14673804
445.149,2.07897816
446.078,1.59596291
446.978,2.55679889
447.941,2.06607374
448.991,3.10037994
449.999,1.92730387
450.949,1.81046653
451.962,2.40061244
453.062,2.67829461
454.078,2.88646671
454.978,2.8640464
455.899,3.30682226
456.849,3.07846846
457.82,-0.791116705
458.82,3.34327208
459.799,2.36644283
460.749,1.79873121
461.657,2.71317242
462.507,2.97405798
463.378,3.7835614
464.278,2.59940695
465.178,4.50534395
466.078,3.2427767
466.999,2.85057632
467.949,1.87116673
468.941,2.27495912
469.991,2.59518641
470.978,2.72720435
471.878,1.52252562
472.841,2.58660318
473.891,0.72745659
474.878,1.26974262
475.778,1.35550282
476.699,3.25265571
477.649,2.27719396
478.599,1.07162613
479.549,2.29114265
480.457,2.50337567
481.307,2.56485149
482.115,1.32992472
482.865,1.48313466
483.741,1.49129834
484.791,1.4446996
485.778,1.68164045
486.678,2.164017
487.578,1.24053931
488.478,2.41774267
489.462,1.53169737
490.562,1.65258199
491.599,3.70931289
492.549,0.283492745
493.478,0.149593329
494.378,0.962257666
495.257,1.71576203
496.107,1.09286546
497.02,0.221248964
498.02,1.798458
499.02,1.29769072
500.02,0.54799345
500.999,0.0582462245
501.949,-0.0465389511
502.92,0.19846228
503.92,0.565290226
504.836,-0.100760207
505.636,-0.825119158
506.541,0.504703963
507.591,-0.215240144
508.62,1.434479
509.62,1.86451863
510.599,0.377431491
511.549,0.491469723
512.457,-0.546235313
513.307,-0.0635986129
514.178,0.367322893
515.078,0.991342174
515.915,2.7569753
516.665,2.71385467
517.562,2.15694295
518.662,2.08764917
519.615,2.06225026
520.365,1.7756125
521.199,1.47137029
522.149,3.72446128
523.078,3.14000193
523.978,3.41372086
524.878,2.8889685
525.778,2.71884504
526.699,2.5684926
527.649,1.19710373
528.515,-2.02954681
529.265,-0.410179739
530.099,3.3451467
531.049,3.64152408
531.978,3.6347781
532.878,2.94306072
533.799,2.75802212
534.749,4.75284806
535.741,3.64640818
536.791,4.44395588
537.778,3.49095091
538.678,3.73598416
539.515,2.83214873
540.265,4.93161891
541.099,3.537039
542.049,2.42849438
543.041,2.37344785
544.091,3.53929603
545.162,2.78770864
546.262,2.28585728
547.299,2.64628811
548.249,2.97354194
549.178,4.32495307
550.078,3.07327564
550.957,3.23306679
551.807,3.96700769
552.678,3.92062611
553.578,4.05109868
554.457,4.7101809
555.307,2.92718784
556.199,2.89825372
557.149,4.39077213
558.057,3.32654008
558.907,3.226992
559.715,2.48622315
560.465,2.6137516
561.257,2.77442454
562.107,2.96424164
563.02,1.27772432
564.02,3.18902475
564.999,3.61891598
565.949,1.90430719
566.899,2.55364804
567.849,1.64612545
568.862,2.66107506
569.962,0.972293174
570.957,0.63404308
571.807,-0.254239131
572.72,0.00480493351
573.72,-0.388959348
574.594,-0.49685041
575.294,0.361694935
576.078,1.22677411
576.978,0.527190914
577.92,-0.0280897528
578.92,0.132430667
579.878,-0.400679028
580.778,-0.328994222
581.699,-0.474616809
582.649,-0.374388902
583.578,0.0869936615
584.478,-0.522011385
585.357,0.383927406
586.207,-1.31836935
587.078,-2.67350462
587.978,-1.60333298
588.878,-0.590054933
589.778,-0.804927661
590.636,-0.196509485
591.436,-2.00693341
592.341,-5.44362134
593.391,-5.50093348
594.399,-2.68306945
595.349,-3.10753828
596.278,-0.336879381
597.178,0.173217011
598.078,1.74007725
598.978,-0.155213593
599.878,-2.98072436
600.778,-2.04887013
601.657,-2.33494714
602.507,-0.544790439
603.399,0.242227328
604.349,1.30480868
605.299,0.93499075
606.249,1.49523976
607.157,1.69780562
608.007,2.8483379
608.857,1.64391927
609.707,1.82064131
610.62,0.979356685
611.62,0.490102037
612.599,1.56625558
613.549,1.50834393
614.457,3.57139291
615.307,3.41078413
616.178,4.2393963
617.078,2.6857235
617.957,2.05066198
618.807,2.64636928
619.678,4.2629317
620.578,3.47949008
621.541,2.49554509
622.591,3.39042231
623.662,4.39900587
624.762,3.94262675
625.82,4.01256624
626.82,4.02583074
627.841,2.87736546
628.891,1.81145634
629.857,3.92126513
630.707,3.07644485
631.599,3.51722718
632.549,3.29292836
633.457,2.3382547
634.307,0.289046671
635.199,3.14395915
636.149,4.39386345
637.141,4.10013478
638.191,2.57263962
639.199,2.56686093
640.149,2.19212026
641.057,2.15222319
641.907,3.41999055
642.799,2.07885531
643.749,2.68278965
644.72,2.80559176
645.72,2.08240588
646.636,1.16703201
647.436,0.743026344
648.32,1.9239743
649.32,1.47997813
650.32,2.89520148
651.32,3.55906991
652.299,2.9598735
653.249,4.09915379
654.304,4.11759697
655.504,1.30537826
656.62,-0.0418204181
657.62,4.63687945
658.536,4.67015226
659.336,5.35774086
660.199,3.86452255
661.149,3.4135292
662.099,3.26879232
663.049,3.5507679
663.978,3.40313583
664.878,2.87268159
665.757,2.76659477
666.607,3.30876527
667.499,3.73256022
668.449,3.40145171
669.357,2.78489722
670.207,3.41635029
671.015,2.81419571
671.765,1.14208387
672.62,1.74783536
673.62,1.76875296
674.578,1.1144409
675.478,1.93422521
676.399,0.511897256
677.349,1.79031302
678.299,1.80927587
679.249,2.82731319
680.157,2.45354311
681.007,1.90450357
681.92,2.32686319
682.92,2.92672973
683.899,2.45447131
684.849,2.66657395
685.799,2.69346522
686.749,3.04149941
687.741,2.7758858
688.791,3.46783606
689.799,3.89161987
690.749,3.21143055
691.699,2.17432667
692.649,2.97614883
693.578,3.63111279
694.478,2.46383452
695.378,2.99225074
696.278,3.53616005
697.199,1.8085451
698.149,1.22139048
699.078,1.87756438
699.978,1.39482396
700.92,2.70726353
701.92,3.39659749
702.983,0.867856163
704.133,1.71182007
705.283,0.347218419
706.433,0.172779343
707.478,-0.516427915
708.378,1.27343017
709.299,0.370700654
710.249,0.388832226
711.22,1.87908303
712.22,1.83890176
713.22,2.92727103
714.22,2.2773475
715.283,2.76949039
716.433,2.19579044
717.499,2.85583887
718.449,3.38369925
719.42,2.72424781
720.42,2.7187725
721.42,3.67385827
722.42,4.95456007
723.42,3.47188426
724.42,2.79581907
725.483,2.49418884
726.633,3.26135796
727.678,3.11716202
728.578,1.02944978
729.562,2.26290445
730.662,1.48301867
731.741,0.529252225
732.791,0.907814501
733.82,0.709427148
734.82,0.958025418
735.799,-0.517197997
736.749,0.449282018
737.72,0.0546873085
738.72,0.825493269
739.783,1.38573547
740.933,1.73053384
742.125,1.69723721
743.375,0.469391719
744.583,0.562033932
745.733,0.782174845
746.841,0.491142339
747.891,0.603281557
748.983,1.0681273
750.133,-1.04861896
751.241,-0.79124803
752.291,0.318516416
753.404,0.254618116
754.604,2.12994554
755.762,0.91973451
756.862,1.53759927
757.962,1.61672548
759.062,1.4417365
760.162,2.13124972
761.262,0.554697234
762.341,1.23300176
763.391,0.942516464
764.42,-0.825334198
765.42,0.155269394
766.42,2.18332301
767.42,1.33710082
768.378,1.725574
769.278,1.78137597
770.178,1.92780041
771.078,0.991745567
771.978,1.75993067
772.878,1.67836704
773.736,0.864321403
774.536,1.56458263
775.357,0.645357419
776.207,2.22240694
777.036,1.44671839
777.836,2.06085902
778.594,2.27470072
779.294,2.45613229
779.973,3.68358074
780.623,3.40531638
781.294,1.83482156
781.994,1.8514577
782.694,3.09085304
783.394,2.41073299
784.073,2.34851076
784.723,2.2498283
785.331,1.33252669
785.881,2.35112078
786.431,2.42368282
786.981,2.09830234
787.531,2.64586129
788.081,1.55382858
788.631,3.03456162
789.181,2.79514931
789.71,2.85716037
790.21,2.59536248
790.731,2.5917523
791.281,2.52835037
791.789,1.86643357
792.239,2.95382444
792.794,3.23208525
793.494,2.7228357
794.194,2.71158663
794.894,1.07296668
795.552,1.68732255
796.152,3.08914366
796.752,2.71901109
797.352,2.92390256
797.952,3.62915244
798.552,2.58387802
799.152,2.99724808
799.752,2.30889422
800.331,2.79631531
800.881,2.57579109
801.452,3.43971219
802.052,2.81647883
802.673,3.51920021
803.323,3.54094668
803.952,1.68870253
804.552,2.14627187
805.173,2.18842768
805.823,2.06726181
806.473,3.35805931
807.123,2.53317666
807.752,0.834760283
808.352,2.4420083
808.952,3.49899057
809.552,2.24586123
810.215,2.09507853
810.965,2.13119258
811.673,3.09033455
812.323,2.95010972
812.994,1.87668813
813.694,2.93717443
814.352,1.53440526
814.952,3.30937313
815.552,2.04041131
816.152,2.09608328
816.731,2.04299012
817.281,3.55906811
817.873,2.89156751
818.523,1.02973617
819.173,-0.617863777
819.823,0.345435213
820.452,0.303057382
821.052,0.316398387
821.715,0.627555855
822.465,0.322169253
823.215,1.61350886
823.965,1.19966036
824.673,1.46675851
825.323,0.558507562
826.036,2.46681029
826.836,1.34294085
827.594,1.04200805
828.294,1.4714077
828.994,2.1075329
829.694,0.925938029
830.394,0.779724263
831.094,2.51046498
831.773,1.80865304
832.423,1.95042997
833.136,3.49405805
833.936,3.15854671
834.715,1.93291803
835.465,1.28694588
836.236,2.57811563
837.036,2.75339918
837.794,1.23334938
838.494,-1.69456292
839.173,1.38522972
839.823,0.331027782
840.494,1.2783897
841.194,0.00779674922
841.894,1.18833447
