%Data filename = Scores_age_AC_500-c1-c3
%Multiplication factor for 99.99% Chi2 CL = 3.97845
%Multiplication factor for  99.9% Chi2 CL = 3.26556
%Multiplication factor for   99% Chi2 CL = 2.51128
%Multiplication factor for   95% Chi2 CL = 1.93841
%Multiplication factor for   90% Chi2 CL = 1.67020
%     Frequency       Real_Power   SWA_background        90%Chi2CL        95%Chi2CL        99%Chi2CL      99.9%Chi2CL     99.99%Chi2CL
      0.3374987        0.3891165        0.2362819        0.3946371        0.4580122        0.5933700        0.7715929        0.9400367
      0.3381237        0.5533334        0.2359492        0.3940814        0.4573672        0.5925345        0.7705064        0.9387130
      0.3387487        0.6162880        0.2356214        0.3935338        0.4567317        0.5917111        0.7694357        0.9374086
      0.3393737        0.5008634        0.2352982        0.3929941        0.4561054        0.5908997        0.7683806        0.9361232
      0.3399987        0.3079724        0.2349798        0.3924622        0.4554881        0.5901000        0.7673406        0.9348562
      0.3406237        0.1790369        0.2346659        0.3919380        0.4548796        0.5893117        0.7663156        0.9336073
      0.3412487        0.1690021        0.2343564        0.3914211        0.4542797        0.5885345        0.7653050        0.9323761
      0.3418737        0.2675808        0.2340513        0.3909115        0.4536883        0.5877682        0.7643086        0.9311622
      0.3424987        0.4183548        0.2337504        0.3904089        0.4531050        0.5870126        0.7633259        0.9299650
      0.3431237        0.5573169        0.2334536        0.3899131        0.4525296        0.5862672        0.7623566        0.9287841
      0.3437487        0.6867284        0.2331607        0.3894240        0.4519620        0.5855318        0.7614003        0.9276191
      0.3443737        0.8370661        0.2328717        0.3889414        0.4514018        0.5848061        0.7604567        0.9264694
      0.3449987        0.9555093        0.2325865        0.3884650        0.4508489        0.5840897        0.7595252        0.9253346
      0.3456237        0.9754644        0.2323049        0.3879946        0.4503029        0.5833824        0.7586055        0.9242141
      0.3462487        0.9204412        0.2320267        0.3875300        0.4497638        0.5826839        0.7576971        0.9231074
      0.3468737        0.8092416        0.2317519        0.3870710        0.4492311        0.5819938        0.7567997        0.9220141
      0.3474987        0.6680074        0.2314803        0.3866174        0.4487046        0.5813118        0.7559129        0.9209337
      0.3481237        0.6013400        0.2312118        0.3861690        0.4481842        0.5806376        0.7550361        0.9198655
      0.3487487        0.6165236        0.2309463        0.3857256        0.4476696        0.5799708        0.7541691        0.9188092
      0.3493737        0.5869503        0.2306837        0.3852869        0.4471604        0.5793112        0.7533114        0.9177643
      0.3499987        0.4838637        0.2304237        0.3848527        0.4466565        0.5786584        0.7524625        0.9167301
      0.3506237        0.3989116        0.2301664        0.3844229        0.4461577        0.5780122        0.7516222        0.9157063
      0.3512487        0.3674528        0.2299115        0.3839972        0.4456637        0.5773721        0.7507899        0.9146923
      0.3518737        0.3425485        0.2296590        0.3835755        0.4451742        0.5767380        0.7499653        0.9136877
      0.3524987        0.3043299        0.2294087        0.3831575        0.4446890        0.5761095        0.7491480        0.9126920
      0.3531237        0.2827754        0.2291606        0.3827430        0.4442080        0.5754863        0.7483376        0.9117047
      0.3537487        0.2859795        0.2289144        0.3823319        0.4437308        0.5748681        0.7475338        0.9107253
      0.3543737        0.2942745        0.2286701        0.3819239        0.4432574        0.5742547        0.7467361        0.9097535
      0.3549987        0.3011095        0.2284276        0.3815189        0.4427873        0.5736457        0.7459442        0.9087888
      0.3556237        0.3107201        0.2281868        0.3811167        0.4423205        0.5730410        0.7451578        0.9078307
      0.3562487        0.3193951        0.2279476        0.3807171        0.4418568        0.5724402        0.7443766        0.9068789
      0.3568737        0.2956137        0.2277098        0.3803200        0.4413959        0.5718430        0.7436001        0.9059330
      0.3574987        0.2146088        0.2274734        0.3799251        0.4409376        0.5712494        0.7428281        0.9049924
      0.3581237        0.1223687        0.2272383        0.3795324        0.4404818        0.5706589        0.7420603        0.9040570
      0.3587487        0.0840184        0.2270043        0.3791417        0.4400284        0.5700714        0.7412963        0.9031262
      0.3593737        0.1160662        0.2267715        0.3787528        0.4395770        0.5694866        0.7405359        0.9021998
      0.3599987        0.2299964        0.2265396        0.3783655        0.4391276        0.5689044        0.7397788        0.9012774
      0.3606236        0.4256063        0.2263087        0.3779798        0.4386799        0.5683244        0.7390247        0.9003586
      0.3612486        0.6251942        0.2260786        0.3775955        0.4382339        0.5677466        0.7382733        0.8994432
      0.3618736        0.7587433        0.2258493        0.3772125        0.4377893        0.5671707        0.7375243        0.8985308
      0.3624986        0.8369152        0.2256206        0.3768306        0.4373461        0.5665964        0.7367776        0.8976211
      0.3631236        0.8338098        0.2253926        0.3764497        0.4369040        0.5660237        0.7360329        0.8967138
      0.3637486        0.7106050        0.2251650        0.3760697        0.4364630        0.5654524        0.7352900        0.8958086
      0.3643736        0.5506906        0.2249380        0.3756905        0.4360229        0.5648822        0.7345485        0.8949053
      0.3649986        0.4499005        0.2247113        0.3753119        0.4355836        0.5643130        0.7338084        0.8940036
      0.3656236        0.4027457        0.2244850        0.3749339        0.4351449        0.5637447        0.7330694        0.8931033
      0.3662486        0.3888232        0.2242590        0.3745564        0.4347067        0.5631770        0.7323312        0.8922040
      0.3668736        0.4376362        0.2240332        0.3741792        0.4342690        0.5626099        0.7315938        0.8913055
      0.3674986        0.5483488        0.2238075        0.3738023        0.4338315        0.5620432        0.7308568        0.8904077
      0.3681236        0.5874410        0.2235819        0.3734256        0.4333943        0.5614767        0.7301202        0.8895103
      0.3687486        0.4468976        0.2233564        0.3730489        0.4329571        0.5609103        0.7293837        0.8886130
      0.3693736        0.2438559        0.2231308        0.3726722        0.4325199        0.5603440        0.7286472        0.8877157
      0.3699986        0.1291210        0.2229052        0.3722954        0.4320826        0.5597774        0.7279105        0.8868182
      0.3706236        0.0931845        0.2226795        0.3719184        0.4316451        0.5592106        0.7271734        0.8859202
      0.3712486        0.0951317        0.2224537        0.3715411        0.4312072        0.5586433        0.7264358        0.8850215
      0.3718736        0.1508002        0.2222276        0.3711636        0.4307690        0.5580756        0.7256975        0.8841221
      0.3724986        0.2545889        0.2220013        0.3707855        0.4303303        0.5575072        0.7249584        0.8832217
      0.3731236        0.3362800        0.2217746        0.3704070        0.4298910        0.5569381        0.7242184        0.8823201
      0.3737486        0.3302637        0.2215477        0.3700280        0.4294511        0.5563682        0.7234773        0.8814172
      0.3743736        0.2606367        0.2213203        0.3696483        0.4290104        0.5557973        0.7227349        0.8805127
      0.3749986        0.1989224        0.2210926        0.3692679        0.4285690        0.5552254        0.7219912        0.8796067
      0.3756236        0.1613825        0.2208644        0.3688868        0.4281266        0.5546523        0.7212460        0.8786988
      0.3762486        0.1206254        0.2206357        0.3685048        0.4276833        0.5540780        0.7204992        0.8777890
      0.3768736        0.0808598        0.2204065        0.3681220        0.4272390        0.5535024        0.7197507        0.8768771
      0.3774986        0.0715027        0.2201768        0.3677383        0.4267937        0.5529254        0.7190005        0.8759630
      0.3781236        0.0897113        0.2199464        0.3673536        0.4263472        0.5523470        0.7182483        0.8750466
      0.3787486        0.1084785        0.2197155        0.3669678        0.4258995        0.5517670        0.7174940        0.8741277
      0.3793736        0.1421853        0.2194839        0.3665810        0.4254505        0.5511853        0.7167377        0.8732063
      0.3799986        0.2315275        0.2192516        0.3661930        0.4250003        0.5506020        0.7159792        0.8722822
      0.3806236        0.3422171        0.2190186        0.3658039        0.4245487        0.5500170        0.7152184        0.8713553
      0.3812486        0.3782255        0.2187849        0.3654136        0.4240957        0.5494301        0.7144553        0.8704256
      0.3818736        0.3150027        0.2185505        0.3650221        0.4236413        0.5488414        0.7136898        0.8694930
      0.3824986        0.2227958        0.2183153        0.3646293        0.4231854        0.5482508        0.7129217        0.8685573
      0.3831236        0.1669932        0.2180793        0.3642352        0.4227280        0.5476582        0.7121512        0.8676185
      0.3837486        0.1529288        0.2178426        0.3638397        0.4222690        0.5470636        0.7113780        0.8666766
      0.3843736        0.1475917        0.2176050        0.3634429        0.4218085        0.5464670        0.7106022        0.8657314
      0.3849986        0.1227700        0.2173666        0.3630448        0.4213465        0.5458684        0.7098238        0.8647830
      0.3856236        0.0828627        0.2171274        0.3626452        0.4208827        0.5452676        0.7090426        0.8638313
      0.3862486        0.0528559        0.2168873        0.3622443        0.4204174        0.5446648        0.7082586        0.8628762
      0.3868735        0.0465561        0.2166464        0.3618420        0.4199504        0.5440598        0.7074720        0.8619178
      0.3874985        0.0574093        0.2164047        0.3614382        0.4194818        0.5434527        0.7066825        0.8609560
      0.3881235        0.0701194        0.2161621        0.3610330        0.4190116        0.5428434        0.7058903        0.8599908
      0.3887485        0.0844798        0.2159186        0.3606264        0.4185396        0.5422320        0.7050953        0.8590222
      0.3893735        0.1327561        0.2156743        0.3602183        0.4180661        0.5416185        0.7042974        0.8580503
      0.3899985        0.2204685        0.2154292        0.3598089        0.4175909        0.5410029        0.7034969        0.8570749
      0.3906235        0.2701203        0.2151832        0.3593980        0.4171140        0.5403851        0.7026935        0.8560962
      0.3912485        0.2416784        0.2149363        0.3589857        0.4166355        0.5397652        0.7018875        0.8551142
      0.3918735        0.2264804        0.2146886        0.3585721        0.4161554        0.5391432        0.7010787        0.8541288
      0.3924985        0.2748182        0.2144402        0.3581570        0.4156738        0.5385192        0.7002673        0.8531402
      0.3931235        0.2922226        0.2141909        0.3577407        0.4151905        0.5378932        0.6994532        0.8521484
      0.3937485        0.2298044        0.2139408        0.3573230        0.4147058        0.5372651        0.6986365        0.8511535
      0.3943735        0.1884951        0.2136899        0.3569040        0.4142195        0.5366352        0.6978173        0.8501554
      0.3949985        0.2807813        0.2134383        0.3564837        0.4137317        0.5360032        0.6969956        0.8491544
      0.3956235        0.5118742        0.2131859        0.3560622        0.4132425        0.5353695        0.6961715        0.8481503
      0.3962485        0.7504066        0.2129328        0.3556395        0.4127519        0.5347339        0.6953450        0.8471434
      0.3968735        0.8200509        0.2126790        0.3552156        0.4122600        0.5340965        0.6945161        0.8461336
      0.3974985        0.7133016        0.2124245        0.3547906        0.4117667        0.5334574        0.6936851        0.8451212
      0.3981235        0.5854684        0.2121694        0.3543644        0.4112721        0.5328167        0.6928519        0.8441060
      0.3987485        0.5156786        0.2119136        0.3539372        0.4107762        0.5321743        0.6920166        0.8430884
      0.3993735        0.4593060        0.2116572        0.3535089        0.4102792        0.5315304        0.6911793        0.8420683
      0.3999985        0.3742293        0.2114002        0.3530797        0.4097810        0.5308850        0.6903400        0.8410458
      0.4006235        0.2702967        0.2111426        0.3526495        0.4092817        0.5302381        0.6894988        0.8400210
      0.4012485        0.1860306        0.2108845        0.3522183        0.4087814        0.5295899        0.6886559        0.8389941
      0.4018735        0.1421542        0.2106258        0.3517863        0.4082800        0.5289403        0.6878113        0.8379651
      0.4024985        0.1343039        0.2103667        0.3513535        0.4077777        0.5282895        0.6869650        0.8369340
      0.4031235        0.1554657        0.2101071        0.3509199        0.4072744        0.5276376        0.6861172        0.8359011
      0.4037485        0.1829623        0.2098470        0.3504855        0.4067703        0.5269844        0.6852679        0.8348664
      0.4043735        0.2111727        0.2095865        0.3500504        0.4062653        0.5263302        0.6844172        0.8338300
      0.4049985        0.2666311        0.2093256        0.3496147        0.4057596        0.5256750        0.6835652        0.8327920
      0.4056235        0.3198919        0.2090643        0.3491782        0.4052531        0.5250188        0.6827119        0.8317525
      0.4062485        0.3058520        0.2088026        0.3487412        0.4047458        0.5243617        0.6818574        0.8307114
      0.4068735        0.2325570        0.2085406        0.3483036        0.4042380        0.5237037        0.6810018        0.8296690
      0.4074985        0.1621045        0.2082783        0.3478654        0.4037294        0.5230449        0.6801452        0.8286254
      0.4081235        0.1435095        0.2080156        0.3474268        0.4032203        0.5223854        0.6792875        0.8275804
      0.4087485        0.1787408        0.2077527        0.3469876        0.4027106        0.5217250        0.6784288        0.8265343
      0.4093735        0.2158495        0.2074894        0.3465480        0.4022004        0.5210640        0.6775692        0.8254871
      0.4099985        0.2177083        0.2072259        0.3461079        0.4016896        0.5204023        0.6767088        0.8244388
      0.4106235        0.2102925        0.2069622        0.3456674        0.4011784        0.5197399        0.6758475        0.8233895
      0.4112485        0.2200717        0.2066982        0.3452264        0.4006666        0.5190769        0.6749854        0.8223391
      0.4118735        0.2264126        0.2064339        0.3447851        0.4001544        0.5184133        0.6741224        0.8212878
      0.4124985        0.2053995        0.2061694        0.3443433        0.3996417        0.5177491        0.6732587        0.8202356
      0.4131235        0.1710127        0.2059047        0.3439012        0.3991285        0.5170843        0.6723942        0.8191823
      0.4137484        0.1507158        0.2056397        0.3434586        0.3986149        0.5164189        0.6715289        0.8181282
      0.4143734        0.1436420        0.2053745        0.3430157        0.3981008        0.5157529        0.6706629        0.8170730
      0.4149984        0.1321247        0.2051091        0.3425723        0.3975862        0.5150862        0.6697960        0.8160169
      0.4156234        0.1206338        0.2048433        0.3421285        0.3970712        0.5144189        0.6689282        0.8149597
      0.4162484        0.1219285        0.2045773        0.3416842        0.3965555        0.5137509        0.6680596        0.8139014
      0.4168734        0.1319920        0.2043111        0.3412395        0.3960394        0.5130822        0.6671901        0.8128421
      0.4174984        0.1565070        0.2040445        0.3407942        0.3955226        0.5124127        0.6663195        0.8117815
      0.4181234        0.2070851        0.2037776        0.3403484        0.3950053        0.5117425        0.6654479        0.8107196
      0.4187484        0.2700837        0.2035103        0.3399021        0.3944872        0.5110713        0.6645752        0.8096564
      0.4193734        0.3491582        0.2032427        0.3394551        0.3939685        0.5103993        0.6637013        0.8085917
      0.4199984        0.4574188        0.2029747        0.3390074        0.3934489        0.5097262        0.6628260        0.8075254
      0.4206234        0.5307440        0.2027062        0.3385591        0.3929286        0.5090520        0.6619494        0.8064573
      0.4212484        0.5051804        0.2024373        0.3381099        0.3924073        0.5083767        0.6610712        0.8053874
      0.4218734        0.4223395        0.2021679        0.3376599        0.3918850        0.5077001        0.6601913        0.8043155
      0.4224984        0.3294683        0.2018979        0.3372090        0.3913616        0.5070220        0.6593097        0.8032413
      0.4231234        0.2314383        0.2016273        0.3367571        0.3908371        0.5063425        0.6584261        0.8021649
      0.4237484        0.1564954        0.2013561        0.3363041        0.3903114        0.5056614        0.6575404        0.8010858
      0.4243734        0.1223180        0.2010842        0.3358499        0.3897843        0.5049785        0.6566524        0.8000040
      0.4249984        0.1137237        0.2008115        0.3353945        0.3892558        0.5042938        0.6557620        0.7989192
      0.4256234        0.1279650        0.2005380        0.3349377        0.3887256        0.5036070        0.6548689        0.7978311
      0.4262484        0.1596589        0.2002637        0.3344795        0.3881938        0.5029180        0.6539730        0.7967397
      0.4268734        0.1862772        0.1999884        0.3340197        0.3876602        0.5022268        0.6530741        0.7956445
      0.4274984        0.1936456        0.1997121        0.3335583        0.3871247        0.5015330        0.6521719        0.7945454
      0.4281234        0.1884276        0.1994348        0.3330951        0.3865871        0.5008365        0.6512663        0.7934420
      0.4287484        0.2029402        0.1991563        0.3326300        0.3860474        0.5001372        0.6503569        0.7923342
      0.4293734        0.2624474        0.1988766        0.3321629        0.3855052        0.4994349        0.6494437        0.7912215
      0.4299984        0.3273248        0.1985957        0.3316937        0.3849607        0.4987293        0.6485262        0.7901038
      0.4306234        0.3205014        0.1983134        0.3312222        0.3844134        0.4980204        0.6476043        0.7889807
      0.4312484        0.2435174        0.1980297        0.3307483        0.3838635        0.4973079        0.6466778        0.7878519
      0.4318734        0.1933101        0.1977444        0.3302719        0.3833105        0.4965916        0.6457463        0.7867171
      0.4324984        0.2135535        0.1974576        0.3297929        0.3827546        0.4958713        0.6448097        0.7855759
      0.4331234        0.2418570        0.1971691        0.3293110        0.3821953        0.4951468        0.6438676        0.7844282
      0.4337484        0.2372316        0.1968789        0.3288263        0.3816327        0.4944179        0.6429198        0.7832735
      0.4343734        0.2184297        0.1965868        0.3283384        0.3810666        0.4936845        0.6419660        0.7821115
      0.4349984        0.1939889        0.1962928        0.3278474        0.3804967        0.4929462        0.6410061        0.7809419
      0.4356234        0.1701542        0.1959969        0.3273531        0.3799230        0.4922029        0.6400396        0.7797644
      0.4362484        0.1658718        0.1956988        0.3268554        0.3793453        0.4914545        0.6390663        0.7785787
      0.4368734        0.1736405        0.1953987        0.3263540        0.3787635        0.4907007        0.6380861        0.7773845
      0.4374984        0.1763029        0.1950963        0.3258489        0.3781773        0.4899413        0.6370986        0.7761814
      0.4381234        0.1760677        0.1947916        0.3253401        0.3775867        0.4891761        0.6361036        0.7749692
      0.4387484        0.1693605        0.1944845        0.3248272        0.3769915        0.4884050        0.6351009        0.7737476
      0.4393734        0.1542285        0.1941750        0.3243103        0.3763915        0.4876278        0.6340902        0.7725163
      0.4399984        0.1441944        0.1938630        0.3237892        0.3757868        0.4868443        0.6330714        0.7712750
      0.4406233        0.1328772        0.1935485        0.3232638        0.3751770        0.4860543        0.6320441        0.7700235
      0.4412483        0.1039962        0.1932313        0.3227340        0.3745621        0.4852577        0.6310083        0.7687616
      0.4418733        0.0823506        0.1929114        0.3221997        0.3739421        0.4844544        0.6299637        0.7674889
      0.4424983        0.1109089        0.1925887        0.3216609        0.3733167        0.4836442        0.6289101        0.7662054
      0.4431233        0.1725199        0.1922633        0.3211174        0.3726859        0.4828270        0.6278475        0.7649108
      0.4437483        0.1917383        0.1919351        0.3205692        0.3720496        0.4820027        0.6267756        0.7636049
      0.4443733        0.1431887        0.1916040        0.3200162        0.3714078        0.4811712        0.6256943        0.7622875
      0.4449983        0.0999040        0.1912700        0.3194583        0.3707603        0.4803324        0.6246036        0.7609587
      0.4456233        0.1439504        0.1909330        0.3188955        0.3701072        0.4794862        0.6235033        0.7596181
      0.4462483        0.2610929        0.1905931        0.3183278        0.3694483        0.4786326        0.6223933        0.7582659
      0.4468733        0.3543744        0.1902502        0.3177551        0.3687837        0.4777715        0.6212736        0.7569017
      0.4474983        0.3918658        0.1899044        0.3171775        0.3681133        0.4769030        0.6201441        0.7555257
      0.4481233        0.4334147        0.1895555        0.3165948        0.3674370        0.4760269        0.6190049        0.7541378
      0.4487483        0.4571506        0.1892037        0.3160071        0.3667550        0.4751433        0.6178559        0.7527380
      0.4493733        0.3764334        0.1888488        0.3154145        0.3660672        0.4742522        0.6166972        0.7513263
      0.4499983        0.2266131        0.1884910        0.3148169        0.3653736        0.4733537        0.6155288        0.7499028
      0.4506233        0.1229442        0.1881303        0.3142143        0.3646743        0.4724477        0.6143506        0.7484675
      0.4512483        0.1049276        0.1877666        0.3136069        0.3639693        0.4715343        0.6131630        0.7470205
      0.4518733        0.1314564        0.1873999        0.3129946        0.3632586        0.4706137        0.6119658        0.7455620
      0.4524983        0.1599781        0.1870305        0.3123775        0.3625425        0.4696858        0.6107593        0.7440921
      0.4531233        0.1888962        0.1866582        0.3117557        0.3618208        0.4687509        0.6095435        0.7426109
      0.4537483        0.2287522        0.1862831        0.3111292        0.3610937        0.4678090        0.6083187        0.7411187
      0.4543733        0.2596375        0.1859053        0.3104982        0.3603614        0.4668602        0.6070849        0.7396156
      0.4549983        0.2580992        0.1855248        0.3098628        0.3596239        0.4659047        0.6058425        0.7381019
      0.4556233        0.2311291        0.1851417        0.3092229        0.3588813        0.4649427        0.6045915        0.7365778
      0.4562483        0.1925515        0.1847561        0.3085789        0.3581338        0.4639743        0.6033322        0.7350437
      0.4568733        0.1582651        0.1843680        0.3079307        0.3573815        0.4629997        0.6020649        0.7334997
      0.4574983        0.1534168        0.1839776        0.3072785        0.3566246        0.4620191        0.6007898        0.7319462
      0.4581233        0.1863297        0.1835848        0.3066225        0.3558633        0.4610327        0.5995071        0.7303835
      0.4587483        0.2360513        0.1831898        0.3059628        0.3550976        0.4600407        0.5982172        0.7288120
      0.4593733        0.2587266        0.1827926        0.3052994        0.3543277        0.4590434        0.5969203        0.7272319
      0.4599983        0.2336103        0.1823934        0.3046327        0.3535539        0.4580409        0.5956167        0.7256438
      0.4606233        0.1962791        0.1819923        0.3039627        0.3527764        0.4570335        0.5943068        0.7240479
      0.4612483        0.1684835        0.1815893        0.3032897        0.3519952        0.4560215        0.5929908        0.7224446
      0.4618733        0.1447270        0.1811846        0.3026137        0.3512106        0.4550051        0.5916691        0.7208343
      0.4624983        0.1522649        0.1807782        0.3019349        0.3504229        0.4539845        0.5903420        0.7192175
      0.4631233        0.2001117        0.1803702        0.3012536        0.3496322        0.4529601        0.5890098        0.7175946
      0.4637483        0.2641812        0.1799609        0.3005699        0.3488386        0.4519321        0.5876730        0.7159659
      0.4643733        0.3708605        0.1795502        0.2998839        0.3480425        0.4509007        0.5863319        0.7143320
      0.4649983        0.5136931        0.1791382        0.2991959        0.3472441        0.4498662        0.5849867        0.7126932
      0.4656233        0.5572540        0.1787252        0.2985061        0.3464434        0.4488290        0.5836380        0.7110500
      0.4662483        0.4376903        0.1783112        0.2978146        0.3456409        0.4477893        0.5822860        0.7094028
      0.4668732        0.2909494        0.1778963        0.2971216        0.3448366        0.4467474        0.5809311        0.7077522
      0.4674982        0.2285901        0.1774806        0.2964274        0.3440309        0.4457035        0.5795737        0.7060984
      0.4681232        0.2133262        0.1770643        0.2957320        0.3432239        0.4446580        0.5782141        0.7044421
      0.4687482        0.1989729        0.1766474        0.2950358        0.3424158        0.4436111        0.5768528        0.7027836
      0.4693732        0.1850343        0.1762301        0.2943388        0.3416069        0.4425632        0.5754901        0.7011234
      0.4699982        0.1605911        0.1758125        0.2936414        0.3407975        0.4415145        0.5741264        0.6994621
      0.4706232        0.1210965        0.1753948        0.2929436        0.3399876        0.4404653        0.5727621        0.6977999
      0.4712482        0.0956676        0.1749769        0.2922457        0.3391776        0.4394159        0.5713976        0.6961374
      0.4718732        0.1006453        0.1745591        0.2915478        0.3383677        0.4383666        0.5700331        0.6944752
      0.4724982        0.1142402        0.1741414        0.2908502        0.3375581        0.4373178        0.5686693        0.6928135
      0.4731232        0.1214862        0.1737240        0.2901531        0.3367491        0.4362696        0.5673063        0.6911530
      0.4737482        0.1406291        0.1733071        0.2894567        0.3359408        0.4352225        0.5659446        0.6894941
      0.4743732        0.1843332        0.1728906        0.2887611        0.3351335        0.4341766        0.5645846        0.6878372
      0.4749982        0.2246144        0.1724748        0.2880666        0.3343275        0.4331324        0.5632267        0.6861829
      0.4756232        0.2312712        0.1720597        0.2873734        0.3335229        0.4320901        0.5618714        0.6845316
      0.4762482        0.2166163        0.1716456        0.2866817        0.3327201        0.4310500        0.5605189        0.6828839
      0.4768732        0.2074988        0.1712324        0.2859916        0.3319193        0.4300124        0.5591697        0.6812402
      0.4774982        0.2105753        0.1708204        0.2853035        0.3311206        0.4289778        0.5578242        0.6796010
      0.4781232        0.2136110        0.1704096        0.2846175        0.3303244        0.4279463        0.5564829        0.6779669
      0.4787482        0.1949741        0.1700003        0.2839338        0.3295309        0.4269183        0.5551462        0.6763383
      0.4793732        0.1480836        0.1695925        0.2832526        0.3287404        0.4258942        0.5538145        0.6747158
      0.4799982        0.1067742        0.1691863        0.2825743        0.3279531        0.4248742        0.5524882        0.6731000
      0.4806232        0.1320462        0.1687820        0.2818990        0.3271694        0.4238588        0.5511678        0.6714913
      0.4812482        0.2356482        0.1683796        0.2812269        0.3263893        0.4228483        0.5498537        0.6698904
      0.4818732        0.3210160        0.1679793        0.2805583        0.3256134        0.4218430        0.5485465        0.6682978
      0.4824982        0.2912794        0.1675812        0.2798934        0.3248418        0.4208433        0.5472466        0.6667141
      0.4831232        0.1852982        0.1671855        0.2792326        0.3240747        0.4198496        0.5459544        0.6651399
      0.4837482        0.1049176        0.1667924        0.2785759        0.3233127        0.4188623        0.5446706        0.6635757
      0.4843732        0.0834238        0.1664019        0.2779238        0.3225558        0.4178818        0.5433955        0.6620223
      0.4849982        0.0916878        0.1660143        0.2772764        0.3218044        0.4169084        0.5421297        0.6604802
      0.4856232        0.1094451        0.1656297        0.2766340        0.3210589        0.4159425        0.5408738        0.6589501
      0.4862482        0.1548993        0.1652483        0.2759970        0.3203196        0.4149847        0.5396283        0.6574327
      0.4868732        0.2317221        0.1648702        0.2753656        0.3195867        0.4140353        0.5383937        0.6559286
      0.4874982        0.2731955        0.1644957        0.2747400        0.3188607        0.4130947        0.5371706        0.6544384
      0.4881232        0.2209771        0.1641248        0.2741206        0.3181419        0.4121634        0.5359595        0.6529630
      0.4887482        0.1248632        0.1637579        0.2735077        0.3174305        0.4112418        0.5347611        0.6515030
      0.4893732        0.0705474        0.1633949        0.2729015        0.3167270        0.4103304        0.5335760        0.6500592
      0.4899982        0.0675222        0.1630363        0.2723025        0.3160317        0.4094296        0.5324047        0.6486322
      0.4906232        0.0772456        0.1626820        0.2717108        0.3153451        0.4085400        0.5312479        0.6472228
      0.4912482        0.0813681        0.1623324        0.2711268        0.3146673        0.4076620        0.5301061        0.6458318
      0.4918732        0.0822009        0.1619875        0.2705509        0.3139989        0.4067960        0.5289801        0.6444599
      0.4924982        0.0916410        0.1616477        0.2699833        0.3133402        0.4059426        0.5278703        0.6431079
      0.4931232        0.1305851        0.1613131        0.2694244        0.3126915        0.4051022        0.5267775        0.6417766
      0.4937481        0.2032254        0.1609838        0.2688745        0.3120533        0.4042754        0.5257023        0.6404666
      0.4943731        0.2756641        0.1606601        0.2683339        0.3114258        0.4034625        0.5246453        0.6391789
      0.4949981        0.2962054        0.1603422        0.2678029        0.3108096        0.4026642        0.5236072        0.6379141
      0.4956231        0.2441321        0.1600303        0.2672819        0.3102049        0.4018808        0.5225885        0.6366731
      0.4962481        0.1561857        0.1597245        0.2667712        0.3096122        0.4011129        0.5215900        0.6354565
      0.4968731        0.0888001        0.1594251        0.2662711        0.3090318        0.4003609        0.5206122        0.6342652
      0.4974981        0.0656082        0.1591322        0.2657819        0.3084640        0.3996254        0.5196557        0.6330999
      0.4981231        0.0771598        0.1588460        0.2653039        0.3079092        0.3989067        0.5187211        0.6319613
      0.4987481        0.1103449        0.1585667        0.2648374        0.3073679        0.3982053        0.5178091        0.6308502
      0.4993731        0.1519133        0.1582945        0.2643827        0.3068402        0.3975217        0.5169201        0.6297672
      0.4999981        0.1765727        0.1580295        0.2639402        0.3063266        0.3968563        0.5160548        0.6287130
      0.5006231        0.1671105        0.1577719        0.2635100        0.3058273        0.3962094        0.5152137        0.6276883
      0.5012481        0.1342101        0.1575219        0.2630925        0.3053427        0.3955816        0.5143974        0.6266937
      0.5018731        0.1065023        0.1572797        0.2626878        0.3048731        0.3949732        0.5136062        0.6257299
      0.5024981        0.1204276        0.1570453        0.2622963        0.3044187        0.3943846        0.5128408        0.6247973
      0.5031231        0.1813555        0.1568189        0.2619182        0.3039799        0.3938160        0.5121014        0.6238966
      0.5037481        0.2402534        0.1566006        0.2615537        0.3035568        0.3932679        0.5113887        0.6230282
      0.5043731        0.2611286        0.1563906        0.2612029        0.3031497        0.3927405        0.5107029        0.6221927
      0.5049981        0.2487460        0.1561890        0.2608661        0.3027588        0.3922341        0.5100444        0.6213905
      0.5056231        0.2025943        0.1559958        0.2605435        0.3023844        0.3917490        0.5094136        0.6206219
      0.5062481        0.1316066        0.1558111        0.2602351        0.3020265        0.3912854        0.5088107        0.6198874
      0.5068731        0.0725172        0.1556352        0.2599412        0.3016853        0.3908434        0.5082360        0.6191872
      0.5074981        0.0483484        0.1554679        0.2596618        0.3013611        0.3904233        0.5076897        0.6185217
      0.5081231        0.0545406        0.1553093        0.2593970        0.3010538        0.3900252        0.5071720        0.6178910
      0.5087481        0.0773638        0.1551596        0.2591469        0.3007635        0.3896492        0.5066830        0.6172953
      0.5093731        0.1037819        0.1550187        0.2589116        0.3004904        0.3892953        0.5062229        0.6167347
      0.5099981        0.1308878        0.1548867        0.2586911        0.3002345        0.3889637        0.5057917        0.6162094
      0.5106231        0.1657024        0.1547635        0.2584853        0.2999957        0.3886544        0.5053895        0.6157194
      0.5112481        0.2009919        0.1546492        0.2582944        0.2997741        0.3883673        0.5050162        0.6152646
      0.5118731        0.2068720        0.1545437        0.2581182        0.2995697        0.3881025        0.5046718        0.6148449
      0.5124981        0.1858512        0.1544470        0.2579568        0.2993823        0.3878597        0.5043561        0.6144604
