depth	min	max	median	mean
63.5	1282.3	1507.1	1442.2	1431.2
63.6	1281.1	1506	1440.4	1429.6
63.7	1280	1504.9	1438.5	1427.9
63.8	1278.9	1503.7	1436.9	1426.3
63.9	1277.9	1502.6	1435.1	1424.6
64	1276.6	1501.7	1433.5	1423
64.1	1275.2	1500.8	1431.4	1421.4
64.2	1273.9	1499.5	1429.7	1419.7
64.3	1272.5	1498.3	1428.1	1418.1
64.4	1270.8	1497.1	1426.5	1416.4
64.5	1269.6	1495.3	1424.6	1414.8
64.6	1268.1	1493.7	1422.9	1413.2
64.7	1266.6	1492.8	1421	1411.5
64.8	1265.4	1491.4	1419.1	1409.9
64.9	1264.1	1490.1	1417.4	1408.2
65	1262.6	1488.7	1415.8	1406.6
65.1	1260.9	1487.6	1414.3	1405
65.2	1260.2	1486.5	1412.7	1403.3
65.3	1258.5	1484.7	1411	1401.7
65.4	1256.8	1483.7	1409.4	1400.1
65.5	1255.2	1482.5	1407.7	1398.4
65.6	1254.5	1481.4	1406.1	1396.8
65.7	1253.3	1480	1404.5	1395.1
65.8	1252	1478.8	1402.6	1393.5
65.9	1250.7	1477.6	1401.1	1391.9
66	1248.6	1476.5	1399.4	1390.2
66.1	1247	1475.5	1397.6	1388.6
66.2	1245.3	1474.1	1395.9	1386.9
66.3	1244.3	1473.1	1394	1385.3
66.4	1243.7	1471.6	1392.4	1383.6
66.5	1241.8	1470.2	1390.9	1381.9
66.6	1240.3	1468.4	1388.9	1380.2
66.7	1238.1	1466.7	1387.3	1378.5
66.8	1235.6	1465.5	1385.5	1376.9
66.9	1234.1	1464.9	1383.7	1375.2
67	1232.5	1463.8	1382	1373.5
67.1	1231	1462.7	1380.3	1371.8
67.2	1229.4	1461.5	1378.4	1370.2
67.3	1227.7	1459.8	1376.7	1368.5
67.4	1225.7	1458.1	1375	1366.8
67.5	1224.4	1456.9	1372.9	1365.2
67.6	1222.8	1455.6	1371.4	1363.5
67.7	1222.2	1454	1369.5	1361.9
67.8	1221	1452.4	1367.9	1360.2
67.9	1219.6	1451.4	1366.2	1358.6
68	1217.9	1449.5	1364.5	1356.9
68.1	1216.5	1447.7	1362.9	1355.2
68.2	1215.1	1446.5	1361.3	1353.6
68.3	1213.9	1444.6	1359.5	1351.9
68.4	1212.8	1443	1357.9	1350.2
68.5	1211.7	1441.4	1356	1348.5
68.6	1210.4	1440.2	1354.7	1346.9
68.7	1209.2	1439.3	1353.1	1345.2
68.8	1208.1	1438	1351.1	1343.5
68.9	1206.5	1436.6	1349.6	1341.8
69	1205.4	1435.2	1347.7	1340.2
69.1	1203.7	1433.8	1345.9	1338.5
69.2	1201.9	1432.7	1344.3	1336.8
69.3	1200.9	1430.9	1342.6	1335.2
69.4	1199.9	1429	1341.1	1333.6
69.5	1198.9	1427.5	1339.5	1331.9
69.6	1197.6	1425.8	1337.8	1330.3
69.7	1196.4	1424.1	1336.1	1328.7
69.8	1194.5	1422.3	1334.2	1327
69.9	1192.6	1420.4	1332.5	1325.4
70	1191.3	1419.5	1330.5	1323.8
70.1	1189.6	1418.2	1328.7	1322.2
70.2	1188.3	1416.7	1327.2	1320.5
70.3	1186	1415.1	1325.4	1318.9
70.4	1184	1412.8	1323.6	1317.2
70.5	1182.9	1411	1321.9	1315.6
70.6	1180.8	1410.1	1320.1	1314
70.7	1179.1	1408.3	1318.4	1312.3
70.8	1177.5	1406.9	1316.9	1310.7
70.9	1176	1405.3	1315.4	1309
71	1174.4	1404.3	1313.6	1307.4
71.1	1172.8	1403.3	1311.9	1305.8
71.2	1171.5	1402.3	1310.3	1304.1
71.3	1169.1	1400.9	1308.9	1302.5
71.4	1167	1399.1	1307.6	1300.8
71.5	1165.1	1397.6	1305.7	1299.1
71.6	1163.8	1396.3	1303.9	1297.5
71.7	1162.8	1394.6	1302.1	1295.8
71.8	1161.5	1393.2	1300.5	1294.2
71.9	1159.7	1391.5	1299.1	1292.5
72	1158.2	1390.3	1297.3	1290.9
72.1	1156.3	1388.8	1295.5	1289.2
72.2	1153.9	1387.3	1293.8	1287.6
72.3	1152.5	1385.3	1292.3	1285.9
72.4	1151	1383.8	1291	1284.3
72.5	1149.8	1382.7	1289.3	1282.6
72.6	1148	1381.4	1287.6	1281
72.7	1146.6	1380.2	1285.9	1279.4
72.8	1144.8	1379.2	1283.9	1277.7
72.9	1144	1378.1	1282.5	1276.1
73	1142.9	1376.5	1280.7	1274.4
73.1	1141.6	1374.9	1279	1272.8
73.2	1139.5	1373.4	1277.2	1271.2
73.3	1138.4	1371	1275.3	1269.5
73.4	1136.9	1369.3	1273.6	1267.9
73.5	1134.8	1368	1272	1266.2
73.6	1133.5	1366.4	1270.3	1264.5
73.7	1131.9	1365.2	1268.9	1262.9
73.8	1130.6	1363.4	1267.1	1261.2
73.9	1129.3	1362.1	1265.2	1259.6
74	1128.2	1360.7	1263.4	1257.9
74.1	1126.6	1358.8	1261.7	1256.3
74.2	1124.8	1357.4	1260.1	1254.6
74.3	1123.5	1356.2	1258.5	1253
74.4	1121.7	1354.9	1256.7	1251.3
74.5	1119.8	1353.6	1254.8	1249.7
74.6	1117.7	1352.5	1253.1	1248.1
74.7	1116.1	1350.7	1251.3	1246.5
74.8	1114.6	1348.5	1249.7	1244.8
74.9	1112.8	1347.3	1247.9	1243.2
75	1111.2	1346.1	1246.3	1241.6
75.1	1110.3	1344.1	1244.3	1239.9
75.2	1108.9	1342.2	1242.7	1238.3
75.3	1107.4	1341.1	1240.7	1236.6
75.4	1105.6	1339.3	1239.1	1235
75.5	1103.7	1337.1	1237.9	1233.3
75.6	1102.1	1335.4	1236	1231.6
75.7	1100.2	1333.7	1234.1	1229.9
75.8	1098.5	1332.1	1232.4	1228.3
75.9	1096.5	1330.7	1230.4	1226.6
76	1095.2	1329.3	1228.7	1224.9
76.1	1094.1	1327.4	1227	1223.3
76.2	1092.5	1326.2	1225.5	1221.6
76.3	1091	1324.4	1223.7	1219.9
76.4	1089.4	1322.6	1222.2	1218.2
76.5	1087.1	1321.1	1220.3	1216.6
76.6	1085.5	1319.7	1218.4	1214.9
76.7	1084	1317.5	1216.6	1213.2
76.8	1082.2	1315.8	1214.9	1211.6
76.9	1080.8	1314.5	1213.1	1209.9
77	1079.5	1312.9	1211.4	1208.2
77.1	1077.7	1311.3	1210	1206.6
77.2	1075.5	1309.8	1208.4	1204.9
77.3	1073.9	1308.2	1206.5	1203.2
77.4	1072	1306.4	1205.2	1201.6
77.5	1070.6	1305.2	1203.5	1199.9
77.6	1069.1	1303.2	1201.9	1198.2
77.7	1067.4	1302.3	1200.2	1196.6
77.8	1065.8	1300.2	1198.5	1194.9
77.9	1064.5	1299.3	1196.5	1193.2
78	1063.4	1298.3	1194.8	1191.6
78.1	1061.8	1296.9	1193.2	1189.9
78.2	1060.4	1295.8	1191.3	1188.3
78.3	1059.2	1293.9	1189.8	1186.6
78.4	1058.1	1291.9	1188.1	1184.9
78.5	1057	1290.3	1186.4	1183.3
78.6	1055.8	1288.9	1184.5	1181.6
78.7	1054.5	1287.4	1182.9	1180
78.8	1053.4	1285.8	1181.1	1178.3
78.9	1052	1284.6	1179.3	1176.7
79	1051	1283	1177.7	1175
79.1	1049.2	1281.6	1175.9	1173.3
79.2	1047.6	1280.1	1174.3	1171.7
79.3	1046.2	1278.1	1172.3	1170
79.4	1044.9	1276.8	1170.3	1168.4
79.5	1043.5	1275	1168.6	1166.7
79.6	1041.9	1273.6	1166.9	1165.1
79.7	1039.5	1272.1	1165.1	1163.4
79.8	1037.6	1271.1	1163.3	1161.8
79.9	1035.1	1269.6	1161.5	1160.1
80	1033.6	1268.4	1160	1158.5
80.1	1032.3	1267.2	1158.4	1156.8
80.2	1031.3	1265.7	1157.1	1155.2
80.3	1030.2	1263.5	1155.3	1153.5
80.4	1029.2	1261.7	1153.8	1151.9
80.5	1027.8	1260.9	1152.3	1150.2
80.6	1025.8	1259.6	1150.6	1148.5
80.7	1024.6	1257.7	1148.7	1146.9
80.8	1023.5	1255.5	1146.8	1145.2
80.9	1021.5	1253.5	1145.1	1143.5
81	1019.7	1251.4	1143.3	1141.9
81.1	1018	1249.9	1141.5	1140.2
81.2	1017	1248.6	1139.9	1138.6
81.3	1015.4	1245.8	1138.3	1136.9
81.4	1014.5	1244.4	1136.4	1135.3
81.5	1012.3	1242.9	1134.9	1133.6
81.6	1010.4	1241.3	1133	1132
81.7	1008.5	1239.6	1131.3	1130.3
81.8	1006.9	1238.3	1129.7	1128.6
81.9	1005.8	1236.8	1128.2	1127
82	1003.7	1235.4	1126.4	1125.3
82.1	1002.3	1233.6	1124.8	1123.7
82.2	1001.1	1232.6	1123.2	1122
82.3	999	1230.7	1121.4	1120.4
82.4	997.9	1229.2	1119.8	1118.7
82.5	996.9	1227.4	1118.1	1117.1
82.6	996.1	1225.9	1116.6	1115.5
82.7	995.2	1224.3	1115.1	1113.8
82.8	993.6	1222.7	1113.7	1112.2
82.9	992.2	1221.2	1112.2	1110.5
83	990.3	1220.1	1110.4	1108.9
83.1	988.8	1219	1108.8	1107.2
83.2	987.4	1217.6	1107.2	1105.6
83.3	985.7	1216.4	1105.5	1104
83.4	983.5	1215.1	1104.2	1102.3
83.5	981.3	1213.4	1102.6	1100.7
83.6	980.2	1212	1101	1099.1
83.7	978.7	1210.1	1099.2	1097.4
83.8	977.4	1208.5	1097.5	1095.8
83.9	976	1206.8	1095.5	1094.1
84	974.7	1205.4	1094	1092.5
84.1	973.5	1203.9	1092.3	1090.9
84.2	971.2	1201.9	1090.5	1089.2
84.3	969.7	1200	1088.9	1087.6
84.4	968.7	1199.2	1087.1	1086
84.5	967.1	1197.3	1085.5	1084.4
84.6	964.9	1195.3	1084	1082.8
84.7	963	1193.8	1082.3	1081.1
84.8	961.6	1192.3	1080.6	1079.5
84.9	959.5	1190.9	1079.1	1077.9
85	958.3	1189.6	1077.1	1076.3
85.1	956.6	1188.6	1075.5	1074.6
85.2	955.1	1187.6	1073.8	1073
85.3	953.6	1186.1	1072.1	1071.4
85.4	951.7	1183.7	1070.4	1069.8
85.5	950.5	1182.5	1069.1	1068.2
85.6	949.5	1180.8	1067.7	1066.6
85.7	947.1	1178.5	1066	1064.9
85.8	945.3	1176.5	1064.3	1063.3
85.9	944.1	1174.2	1062.7	1061.7
86	942.8	1173.2	1061.2	1060.1
86.1	940.9	1171.7	1059.2	1058.5
86.2	938.9	1170.6	1057.5	1056.9
86.3	937.4	1168.3	1056	1055.3
86.4	936.3	1166.5	1054.3	1053.7
86.5	935.4	1165.4	1052.4	1052
86.6	933.7	1163	1050.9	1050.4
86.7	932.4	1160.8	1049	1048.8
86.8	930.8	1159.2	1047.5	1047.2
86.9	928.6	1157.1	1045.6	1045.6
87	927.2	1155.5	1043.7	1044
87.1	924.9	1154.1	1042.3	1042.3
87.2	923.1	1152.7	1040.9	1040.7
87.3	921.9	1151.3	1039.3	1039.1
87.4	920.3	1149.1	1037.7	1037.4
87.5	918	1147.8	1036	1035.7
87.6	916.5	1146.1	1034.2	1034.1
87.7	915	1143.7	1032.5	1032.4
87.8	913.9	1142.2	1030.9	1030.8
87.9	911.5	1140.7	1029.2	1029.1
88	910.7	1139.2	1027.8	1027.4
88.1	909.2	1137.6	1026.3	1025.8
88.2	907.7	1136.1	1024.9	1024.1
88.3	906.8	1134.5	1023.3	1022.5
88.4	905.3	1131.9	1021.7	1020.8
88.5	903.7	1128.9	1020	1019.2
88.6	902	1126.9	1018.3	1017.5
88.7	900.8	1123.8	1016.1	1015.8
88.8	899.3	1122.3	1014.2	1014.2
88.9	898.3	1121	1012.8	1012.5
89	896.3	1120	1011.2	1010.9
89.1	895.4	1118.6	1009.5	1009.2
89.2	894.1	1117.7	1008	1007.6
89.3	892.8	1116.3	1006.1	1005.9
89.4	891.2	1114.7	1004.5	1004.3
89.5	889.5	1113.4	1002.9	1002.6
89.6	887.9	1111.7	1001	1001
89.7	886.6	1110.2	999.2	999.3
89.8	885	1108.7	997.5	997.7
89.9	882.7	1106.9	995.7	996
90	881.2	1105.4	994	994.4
90.1	879.2	1104.1	992.5	992.7
90.2	878	1102.9	990.8	991.1
90.3	876.7	1100.4	989	989.4
90.4	875.1	1098.2	987.4	987.8
90.5	874.1	1096.4	985.7	986.2
90.6	872.9	1093.3	984	984.6
90.7	871.5	1091.5	982.3	982.9
90.8	869.6	1089.5	980.7	981.3
90.9	868.4	1088.5	979.2	979.7
91	867	1086.6	977.3	978.1
91.1	864.5	1085	975.4	976.4
91.2	862.3	1083.6	974	974.8
91.3	861.1	1082	972.4	973.2
91.4	860.5	1080.1	970.8	971.5
91.5	859.2	1078.7	969.2	969.9
91.6	857.4	1077.2	967.3	968.2
91.7	856.1	1075.9	965.6	966.6
91.8	854.7	1074.8	963.8	964.9
91.9	852.7	1073.8	962.2	963.3
92	851.6	1072.4	960.6	961.6
92.1	849.4	1071.1	958.7	960
92.2	847.7	1069.5	957.1	958.3
92.3	846.9	1068.3	955.4	956.6
92.4	845.8	1066.7	953.9	955
92.5	844.9	1064.8	952	953.3
92.6	844.1	1063	950.4	951.6
92.7	842.4	1061.6	948.8	950
92.8	840.6	1060	947.2	948.3
92.9	839.5	1058.2	945.4	946.6
93	837.7	1056.7	943.8	945
93.1	836.3	1055.3	942.1	943.3
93.2	834.8	1053.5	940.4	941.6
93.3	833.6	1051.4	939	940
93.4	831.2	1049.5	937.4	938.3
93.5	829.3	1048.6	935.7	936.7
93.6	827.9	1047.5	934.1	935
93.7	826.3	1045.3	932.5	933.4
93.8	824.4	1042.5	930.9	931.7
93.9	822.9	1040.5	929.4	930.1
94	822.5	1038.8	927.9	928.4
94.1	821.1	1037	926.3	926.8
94.2	820.1	1035.5	924.4	925.1
94.3	819.3	1033.9	922.8	923.5
94.4	818.3	1032	921.1	921.9
94.5	816.5	1030.6	919.6	920.2
94.6	815.1	1029	918.2	918.6
94.7	813.9	1027.4	916.7	917
94.8	812	1025.8	915.3	915.3
94.9	810.6	1024.2	913.6	913.7
95	808.7	1022.6	911.9	912.1
95.1	807.4	1020.9	910.3	910.4
95.2	805.6	1019.3	908.6	908.8
95.3	804	1018.4	907.2	907.2
95.4	802.5	1017	905.7	905.5
95.5	801	1014.9	903.7	903.9
95.6	799.3	1013	902.3	902.2
95.7	797.7	1011.8	900.6	900.6
95.8	796.4	1009.8	899.1	898.9
95.9	794	1008.3	897.3	897.3
96	792.2	1007.1	895.4	895.6
96.1	790.5	1005.9	893.9	894
96.2	789.2	1004.1	892.4	892.3
96.3	787.9	1002.6	890.7	890.7
96.4	786.9	999.9	889.1	889
96.5	785.8	998.4	887.6	887.4
96.6	784.5	997	886.1	885.7
96.7	783.3	994.6	884.6	884.1
96.8	782.2	992.7	882.8	882.5
96.9	781.2	990.8	881	880.8
97	779.7	988.7	879.6	879.2
97.1	778.1	986.8	878.3	877.5
97.2	776	985.3	876.7	875.9
97.3	775	984	875.4	874.3
97.4	773.7	982	874	872.6
97.5	772.3	979.9	872.3	871
97.6	770.9	978.2	870.9	869.4
97.7	769.7	976.4	869.4	867.8
97.8	768.5	975.2	867.8	866.2
97.9	767.3	973.6	866	864.6
98	765.4	972.4	864.1	862.9
98.1	763.4	970.6	862.5	861.3
98.2	762	969.5	861.2	859.7
98.3	760.7	968.1	859.6	858.1
98.4	759.5	966.7	858.2	856.6
98.5	758	964.8	856.8	855
98.6	757	963.3	855.3	853.5
98.7	755.7	962.1	853.9	851.9
98.8	754.4	960.1	852.4	850.4
98.9	753.2	958.1	850.8	848.8
99	751.7	956.9	849.2	847.3
99.1	750.2	956.1	847.7	845.7
99.2	748.5	955.2	845.7	844.2
99.3	747.2	953.6	844.4	842.6
99.4	746.1	952.3	843	841.1
99.5	744.8	951.1	841.6	839.6
99.6	743.6	949.6	840.2	838.1
99.7	742.3	948.2	838.9	836.5
99.8	740.8	946.9	837.5	835
99.9	739.5	945.9	835.9	833.5
100	738.2	944.8	834.4	832
100.1	736.9	942.8	832.8	830.4
100.2	735.5	942	831.5	828.9
100.3	734.2	940.4	830.1	827.4
100.4	733.1	938.5	828.7	825.9
100.5	731.9	937.5	827.3	824.5
100.6	730.5	936.6	825.7	823
100.7	729.1	935.7	824.4	821.5
100.8	727.7	935	822.9	820
100.9	726.3	933.9	821.4	818.5
101	724.9	932.7	820.2	817
101.1	723.5	931.6	818.9	815.5
101.2	722.3	930	817.6	814.1
101.3	721.2	928.3	816.5	812.6
101.4	720.3	927.2	815.3	811.1
101.5	719.1	924.8	814.1	809.6
101.6	718	923.5	812.7	808.1
101.7	717.1	921.8	811.4	806.6
101.8	715.6	920.6	809.9	805.2
101.9	714.5	919.2	808.7	803.7
102	713.2	917.9	807.5	802.2
102.1	711.8	917.2	806.2	800.7
102.2	710.4	915.9	804.9	799.2
102.3	709.3	915.2	803.7	797.7
102.4	708.3	914.2	802.4	796.2
102.5	707	912.9	801.2	794.7
102.6	705.9	912	800.1	793.2
102.7	705	911.1	798.9	791.7
102.8	704.1	910.2	797.7	790.2
102.9	702.5	909.1	796.5	788.7
103	701.3	907.6	795.3	787.2
103.1	700.1	906.5	793.9	785.7
103.2	698.6	905.6	792.5	784.2
103.3	697.7	904.2	791.6	782.7
103.4	696.6	903.1	790.5	781.1
103.5	695.8	901.8	789.5	779.6
103.6	694.9	900.2	788.4	778.1
103.7	693.5	898.6	787.3	776.6
103.8	692.1	897	786.2	775
103.9	691	895.6	785.1	773.5
104	689.7	894.1	783.8	772
104.1	688.3	893.3	782.4	770.4
104.2	686.9	892.5	781	768.9
104.3	685.2	891.4	779.7	767.2
104.4	684	889.9	778.3	765.5
104.5	682.8	888.3	776.7	763.8
104.6	681	887.2	775	762.1
104.7	679.4	885.1	773.4	760.4
104.8	677.6	883.5	771.6	758.7
104.9	675.5	882	769.8	757
105	673.6	879.9	768	755.3
105.1	671.3	878	766	753.6
105.2	668.8	875.8	764	751.9
105.3	667.2	874.2	761.9	750.1
105.4	665.3	872.2	759.7	748.3
105.5	663.3	870.8	757.5	746.5
105.6	661.1	867.9	755.3	744.7
105.7	658.7	866	752.9	742.9
105.8	656	864.4	750.8	741.1
105.9	653.8	862.6	748.5	739.3
106	651.8	860.9	746.4	737.5
106.1	649	858.7	744.1	735.7
106.2	646.4	856.2	741.6	733.9
106.3	644.3	854.1	739.3	732.1
106.4	642	852.7	737.3	730.3
106.5	639.7	850.9	735.4	728.5
106.6	637.5	849.1	733.4	726.7
106.7	635.7	846.9	731.3	724.9
106.8	633.2	845	729.1	723.1
106.9	630.8	843.3	727.3	721.3
107	628.2	841.5	725	719.5
107.1	626.2	839.7	723	717.7
107.2	623.9	838	721	715.9
107.3	621.9	835.6	719	714.1
107.4	619.6	833.2	717.1	712.3
107.5	617.2	831.6	714.8	710.5
107.6	615	830.4	712.8	708.7
107.7	612.6	827.6	710.8	706.9
107.8	610.5	825.9	708.9	705.1
107.9	607.9	824.6	707.1	703.3
108	605.9	823.5	704.8	701.5
108.1	603.8	821.3	702.5	699.7
108.2	601.1	819.7	700.5	697.9
108.3	599.5	818.2	698.7	696.1
108.4	596.9	817	696.8	694.3
108.5	594.2	814.9	695	692.5
108.6	591.7	813	693.2	690.8
108.7	589.4	811.2	691.3	689
108.8	587.2	809.8	689.4	687.2
108.9	585	807.5	687.3	685.4
109	582.6	805.9	685.4	683.6
109.1	580.2	804.2	683.5	681.8
109.2	577.5	802.5	681.5	680.1
109.3	575.9	801.3	679.8	678.3
109.4	574.2	799.8	677.9	676.5
109.5	572.2	798.6	676	674.7
109.6	570.1	796.7	674.2	672.9
109.7	568.2	794.1	672.2	671.1
109.8	566.2	792.7	670.7	669.3
109.9	564	790.7	669	667.5
110	562.2	787.5	667.1	665.7
110.1	560.2	785.6	665.4	663.9
110.2	557.9	784.1	663.6	662.1
110.3	556	781.9	661.7	660.3
110.4	554	780.2	659.8	658.5
110.5	551.9	778.4	658.2	656.7
110.6	549.8	776.4	656.2	654.9
110.7	547.9	774.5	653.8	653.1
110.8	545.6	773	651.9	651.2
110.9	543.6	770.7	649.9	649.4
111	540.9	768.8	647.9	647.6
111.1	538	767	646.3	645.8
111.2	535.8	765.2	644.3	644
111.3	533.9	764.1	642.4	642.2
111.4	530.9	761.3	640.7	640.3
111.5	529.6	760.1	638.8	638.5
111.6	527.9	758.3	636.7	636.7
111.7	525.9	756.6	634.8	634.8
111.8	524.4	754.1	633.1	633
111.9	521.7	751.4	631.2	631.2
112	519.6	750.1	629.5	629.3
112.1	518.1	747.9	627.4	627.5
112.2	516.2	746.4	625.4	625.7
112.3	513.7	745.1	623.2	623.9
112.4	511.7	743.8	621.1	622.1
112.5	509.6	742.6	619.3	620.3
112.6	507.1	740.9	617.6	618.4
112.7	504.9	739.1	615.8	616.6
112.8	503.4	738.2	614.1	614.8
112.9	500.5	736.4	612.2	613
113	498.8	734.1	610.2	611.2
113.1	497.3	732	608.5	609.4
113.2	495.1	730.6	606.8	607.6
113.3	493.5	728	604.9	605.8
113.4	491.3	725.8	603	604.1
113.5	489.8	724.2	601.3	602.3
113.6	487.5	722.5	599.5	600.5
113.7	485.1	721.1	597.7	598.7
113.8	483.2	719.1	595.9	597
113.9	481.6	717.4	594	595.2
114	479.6	715.5	591.9	593.4
114.1	477.3	714.3	590.3	591.7
114.2	475.6	712.4	588.5	589.9
114.3	473.8	710.4	586.7	588.1
114.4	472.1	708.3	585	586.3
114.5	470.2	706.2	583.2	584.5
114.6	468.5	704.2	581.3	582.7
114.7	466.8	701.8	579.5	580.9
114.8	465.2	700.1	577.5	579.1
114.9	463.3	698.7	575.7	577.3
115	461.2	697.2	574.3	575.5
115.1	459.5	695.5	572.3	573.8
115.2	458	693.2	570.6	572
115.3	456.3	692	568.4	570.2
115.4	453.7	690.2	566.5	568.4
115.5	451.3	688.6	564.6	566.6
115.6	448.8	687.1	562.6	564.8
115.7	447	685.2	560.9	563
115.8	444.5	683.5	559.4	561.2
115.9	442.4	682.3	557.7	559.4
116	440.6	680.5	555.8	557.6
116.1	438.6	679	554.1	555.8
116.2	436.1	677.4	552.3	554
116.3	434.9	675.6	550.6	552.2
116.4	433.4	674.2	548.8	550.4
116.5	431.3	672.1	546.9	548.6
116.6	429.1	670.1	544.7	546.9
116.7	427.2	668.6	542.6	545.1
116.8	424.7	666.2	540.7	543.3
116.9	422.5	664.3	539.2	541.5
117	420.4	663.4	537.4	539.8
117.1	417.3	661.7	535.3	538
117.2	414.9	659.8	533.4	536.2
117.3	413.6	658.2	531.6	534.5
117.4	411.4	655.9	529.7	532.7
117.5	409	654.7	528.2	531
117.6	407.6	653.4	526.3	529.2
117.7	406.3	652.3	524.5	527.5
117.8	403.8	651.2	522.7	525.8
117.9	401.8	650	520.8	524
118	399.1	648.9	519.3	522.3
118.1	396.5	647.5	517.1	520.5
118.2	394.8	645.6	515.6	518.8
118.3	393.3	642.6	513.8	517
118.4	392.2	641	512.1	515.2
118.5	390.5	638.7	510.2	513.4
118.6	388.6	637.7	508.2	511.6
118.7	386.8	635.9	506.1	509.8
118.8	384.8	633.8	504.5	508
118.9	382.8	631.8	502.5	506.2
119	380.6	629.8	500.6	504.4
119.1	378.4	628.1	498.6	502.6
119.2	376.4	626.8	496.6	500.8
119.3	375.1	625.4	494.9	499
119.4	373.6	624.1	493.1	497.2
119.5	372.1	622.8	491.2	495.4
119.6	370.2	621.6	489	493.6
119.7	368.1	620.2	487.2	491.8
119.8	365.8	618.9	485.4	489.9
119.9	363.7	617.6	483.3	488.1
120	360.8	615.2	481.8	486.3
120.1	358.7	613.3	480.1	484.5
120.2	357.3	611.5	478.2	482.7
120.3	355.3	610.1	476.3	480.8
120.4	353	608.1	474.5	478.9
120.5	350.7	606.6	472.4	477
120.6	348.4	604.9	470.6	475
120.7	346.3	603.2	468.5	473.1
120.8	343.7	601.1	466.6	471.2
120.9	340.8	599	464.8	469.3
121	337.7	597	463	467.4
121.1	335	595.9	461.3	465.5
121.2	332.6	594.6	459.4	463.6
121.3	330.3	593.1	457.4	461.6
121.4	328.8	591.3	455.5	459.6
121.5	327	589.3	453.7	457.6
121.6	325.4	587.5	451.5	455.6
121.7	322.7	586.3	449.6	453.6
121.8	319.2	585	447.5	451.7
121.9	315.6	582.8	445.7	449.7
122	312.5	581.6	443.8	447.7
122.1	309.3	579.9	442	445.7
122.2	306.4	578.3	439.9	443.7
122.3	304.6	576.2	437.7	441.7
122.4	302	574.1	435.9	439.7
122.5	300.4	572.6	433.7	437.6
122.6	298.9	570.9	431.6	435.6
122.7	296.8	568.3	429.7	433.6
122.8	294.8	566.3	427.6	431.6
122.9	292.4	564.8	425.7	429.6
123	290.7	563.3	424.1	427.6
123.1	287.9	562	422.3	425.5
123.2	284.5	560.2	420.6	423.5
123.3	283.8	558.5	418.6	421.5
123.4	280.4	557.2	416.7	419.5
123.5	278	556.2	414.7	417.5
123.6	275.4	555.5	412.7	415.6
123.7	272.4	554	411.2	413.6
123.8	268.7	551.9	409.3	411.6
123.9	265.4	550.4	407.4	409.6
124	262.9	548.8	405.6	407.6
124.1	260.4	547.7	403.8	405.6
124.2	258.2	546.5	402	403.6
124.3	256.4	544.7	399.7	401.6
124.4	253.6	543.3	397.8	399.6
124.5	252.5	541.5	396	397.6
124.6	250	540.3	394	395.6
124.7	246.6	538.1	392.2	393.6
124.8	243.5	536.6	390.1	391.6
124.9	241.4	534.6	387.9	389.6
125	238.2	533.2	386.1	387.6
125.1	236.2	531.6	384.2	385.6
125.2	235.1	530.3	382.1	383.6
125.3	233.2	529	380.4	381.5
125.4	230.8	527.5	378.3	379.5
125.5	228.9	525.8	375.9	377.5
125.6	227	523	373.5	375.5
125.7	224.4	522.2	371.4	373.5
125.8	221	520.9	369.5	371.4
125.9	218.4	520	367.5	369.4
126	215	518.3	365.2	367.4
