"","position..mm.","Fe.x","Mn.x","S.x","Ti.x","Al.x","Si.x","K.x","Rb.x","Zr.x","Ca.x","Sr.x","P.x","Ba.x","Zn.x","Ni.x","mean_gray","RABD673","Moving.Average","TChl.ug.g","TNWt","TCWt","TSWt","Fe.y","Mn.y","S.y","Ti.y","Al.y","Si.y","K.y","Rb.y","Zr.y","Ca.y","Sr.y","P.y","Ba.y","Zn.y","Ni.y","Fe","Mn","S","Ti","Al","Si","K","Rb","Zr","Ca","Sr","P","Ba","Zn","Ni","facies_class","Cr.inc","Cr.coh","Mn_Fe","S_Ti","Fe_Ti","Si_Ti","Mn_Ti","Ba_Ti","Ca_Ti","Ti_Al","Si_Al","Zr_Rb","TCWt_TNWt","Cr.inc_Cr.coh"
"206",127.79,399817,7493,1569,157650,2834,20813,188101,4688,2524,64918,1010,409,5824,2740,6448,0.234162195605239,1.02703479880204,1.02745954847889,5.46040977026713,0.21694047601521,2.55693575775623,0.0416245476007461,3.77609764806983,-0.20094004297092,-1.7644708206022,2.84546809163798,-1.1732201530846,0.820668497123021,3.02206975826087,-0.669903242078382,-1.28906434967413,1.95821564067149,-2.20495896349993,-3.10894941729243,-0.452921983458708,-1.20695137395311,-0.351139289148766,0.461236124858393,0.00864406036652754,0.00181002678701211,0.181867892270528,0.00326935367392754,0.0240102533576055,0.216996716802909,0.00540816161728028,0.00291173206527633,0.0748905793239337,0.0011651542733475,0.000471829799801116,0.00671867177027311,0.00316091357323975,0.00743852945994523,2,343610,467726,-3.97703769104075,-4.60993891224017,0.930629556431857,-2.02479959451496,-3.0464081346089,-3.29839007509669,-0.887252450966487,4.01868824472258,1.99388865020763,-0.619161107595745,2.46694183907199,-0.308375361082196
"207",128.29,398029,8287,1316,155834,2685,20032,189259,4525,2781,65001,775,414,5872,2507,6015,0.231049440156144,1.02612920805095,1.0263196655313,5.30479699320663,0.216457618042827,2.54859532153606,0.040756686091423,3.80610373748612,-0.0657331075985432,-1.90582429656232,2.8683702086609,-1.19274040150462,0.816909865452239,3.06269531786402,-0.670803552313559,-1.15761055421362,1.99398152492723,-2.43531337909424,-3.06231043462227,-0.410225838153234,-1.26133431028929,-0.386164780038806,0.461038163765504,0.00959885652333054,0.0015243266784968,0.180502981471786,0.00311004341319446,0.0232031246380303,0.219219257481479,0.00524132083601673,0.00322124049612432,0.0752908498700384,0.000897684784069165,0.000479537420135012,0.0068015549058763,0.00290386548859535,0.0069671922273239,2,354501,476745,-3.87183684508466,-4.77419450522322,0.937733528825223,-2.05146034320866,-2.93410331625944,-3.27859604681413,-0.874388683733668,4.06111061016552,2.00965026695686,-0.486807001900062,2.46590286341522,-0.296270589905878
"208",128.79,377266,8358,1326,143848,2303,17329,174344,4804,2711,60621,1176,359,5433,2374,5712,0.236996899417373,1.03852386295196,1.03746053318341,7.43464059809082,0.215974760070443,2.5402548853159,0.0398888245820999,3.782053914278,-0.0276774306383731,-1.86872970290043,2.81786059186524,-1.31668397382555,0.701484803994011,3.01013376432941,-0.58144769044636,-1.15357902414757,1.95374477303537,-1.98877774518766,-3.17532948515795,-0.458405127094711,-1.28632029847662,-0.408327369626813,0.466934170334322,0.0103445203004094,0.00164116223000035,0.178037635340188,0.0028503745216371,0.0214477377704947,0.215781891272383,0.00594580946675842,0.00335534751548336,0.0750293329900837,0.00145551039402746,0.00044432672742845,0.00672430949893807,0.0029382497239976,0.00706962191384765,2,365892,473289,-3.80973134491637,-4.68659029476567,0.964193322412756,-2.11637578787123,-2.84553802250361,-3.27626571895995,-0.864115818829868,4.13454456569079,2.01816877781956,-0.572131333701209,2.4648581541968,-0.257367987679906
"209",129.29,389944,7795,1397,152475,2688,19185,184932,4378,2692,64370,1013,410,5694,2439,6005,0.255580885458252,1.04553768540029,1.04126330275109,8.63986535074882,0.21549190209806,2.53191444909573,0.0390209630727768,3.78465890754409,-0.127861729016279,-1.84701715125119,2.8456564166565,-1.19254680886512,0.772784492172897,3.03864395841522,-0.704752232425347,-1.19105981974354,1.98330345453851,-2.16842800625947,-3.0729423508098,-0.441931242670173,-1.28975611229224,-0.388751775994072,0.461244569248075,0.00922030193383857,0.00165243897390282,0.180354783497375,0.00317949603568417,0.0226929432457592,0.218746488419324,0.00517850954026238,0.00318422742859441,0.0761399404081063,0.00119822525451937,0.00048496777330004,0.00673513780773275,0.00288496682702146,0.00710300360650425,2,343301,459522,-3.91252063656037,-4.6926735679077,0.939002490887588,-2.0728719244836,-2.97351814567278,-3.28758765932667,-0.862352962117995,4.03820322552162,1.96533130103801,-0.48630758731819,2.46380766324978,-0.291579205414452
"210",129.79,410677,7078,2336,157304,2845,20772,192578,4820,2879,65999,1099,457,5516,2469,5934,0.25411308786561,1.03055480182533,1.03113621904658,6.06527178443357,0.215009044125676,2.52357401287556,0.0381531015634537,3.76817775259296,-0.292637882930224,-1.40118919988752,2.80855097400376,-1.2040661972752,0.783976661128577,3.01087200161029,-0.676855336790987,-1.19218625322346,1.94001032554299,-2.15522858943201,-3.03270115294143,-0.541976304922441,-1.34581605449045,-0.468930742984866,0.465217731146412,0.00801800709816791,0.00264623687218427,0.178195053485477,0.00322283557421414,0.023530664515844,0.218153683378211,0.00546012916264048,0.00326135100814148,0.074764121287367,0.00124495476135724,0.000517692744258651,0.00624856275127073,0.00279690018725298,0.00672207602720096,2,340659,461378,-4.06081563552318,-4.20974017389128,0.959626778589196,-2.02457431287518,-3.10118885693398,-3.3505272789262,-0.868540648460767,4.01261717127896,1.98804285840378,-0.51533091643247,2.46275134185983,-0.303335686681988
"211",130.29,411487,8037,2495,153898,2605,20405,188131,4549,2722,64725,1158,431,5630,2476,5322,0.214449985508555,1.02768501976856,1.02851133215721,5.57214091392271,0.215004383116961,2.53022583222389,0.0377332553975284,3.78225507637219,-0.153466472277777,-1.32323362230488,2.79876769380044,-1.28008967630303,0.77825761734941,2.9996161771739,-0.722614922920491,-1.23615544727908,1.93262517412924,-2.09082797235755,-3.07916954038675,-0.50941290935676,-1.33087799668601,-0.565673178952861,0.470770681100277,0.00919490521937005,0.00285445919153021,0.176070364993233,0.00298030709175799,0.0233447854922541,0.21523537561594,0.00520438271032902,0.00311416349472755,0.0740500485658488,0.0013248351678525,0.000493094954528865,0.00644112434802207,0.00283272182694541,0.00608875022738427,2,354852,477496,-3.93572154864997,-4.12200131610532,0.98348738257175,-2.02051007645103,-2.95223416607822,-3.3081806031572,-0.866142519671199,4.07885737010347,2.05834729365244,-0.513540524358593,2.46540542497617,-0.296854981782935
"212",130.79,416148,5940,2109,159274,2797,21685,195828,4438,2779,66004,1202,396,5732,2452,5990,0.206942917812736,1.03331492991703,1.03437296134789,6.53956019437475,0.215346002668142,2.54773411250114,0.037637834135443,3.80406023721157,-0.445271595635038,-1.48076682751295,2.84364526052403,-1.19843331478977,0.849640048277738,3.05025599392721,-0.736776904499189,-1.20488957824922,1.96273461724097,-2.04299389289658,-3.15332179673725,-0.480916219043666,-1.33007671093563,-0.436889316882233,0.466129165947933,0.00665341956643003,0.00236229997737389,0.178403492933262,0.0031329317386035,0.024289461834686,0.219347785665801,0.0049710229016526,0.00311276986112947,0.0739313644886612,0.00134636537354358,0.000443561304428668,0.00642043787117456,0.00274649575368458,0.00670942478163567,2,335025,462831,-4.24933183284661,-4.32441208803698,0.960414976687547,-1.99400521224629,-3.28891685615907,-3.32456147956769,-0.880910643283061,4.0420785753138,2.04807336306751,-0.468112673750036,2.4707136104915,-0.323156820748149
"213",131.29,414829,8068,2084,156855,2840,20976,192464,4836,2882,66337,1050,349,5471,2357,5501,0.228853503682073,1.0499233721805,1.04298647329549,9.39348269761621,0.215687622219324,2.5652423927784,0.0375424128733575,3.80522085200075,-0.134739915030027,-1.48835641123087,2.83267627659667,-1.17884148294888,0.820733391899351,3.03726358812972,-0.646557602369446,-1.16416103754466,1.97210227578862,-2.17385537095256,-3.2753288919017,-0.523184120040304,-1.365255911168,-0.517715641228672,0.467729696391585,0.00909686446822017,0.00234976023199936,0.176857793277476,0.00320216845435613,0.0236509455980895,0.217007799084225,0.0054527065652346,0.00324952446670929,0.0747965664635996,0.00118390030882885,0.000393505912172637,0.00616868437105014,0.00265757431229486,0.00620251009415954,2,333738,458944,-3.93996076703078,-4.32103268782754,0.972544575404082,-2.01194288469732,-2.9674161916267,-3.35586039663697,-0.860574000808052,4.01151775954555,1.99957487484823,-0.517603435175216,2.47597708574048,-0.318571944248229
"214",131.79,425906,7885,1821,161206,2842,21937,201780,4730,2744,67442,1466,430,5700,2420,6024,0.232735366870733,1.03847786803493,1.03883992560262,7.42673703153932,0.216029241770506,2.58275067305565,0.0374469916112721,3.7892671253163,-0.199989318912674,-1.6655657385822,2.81773151089585,-1.22044350965277,0.823223169615875,3.04222645565256,-0.711026336823834,-1.25553482946404,1.9463164299167,-1.88241393586322,-3.1089216096222,-0.524485364487171,-1.38118399915908,-0.469200048830083,0.46581059635822,0.00862377273925364,0.00199161574612313,0.176309943970085,0.00310827674381216,0.0239923528954987,0.220685461423792,0.00517316995011664,0.00300109478712898,0.0737608726798661,0.0016033545765055,0.000470288177283331,0.00623405258259299,0.00264673811401317,0.00658840925570881,2,335315,467001,-3.98925644422897,-4.48329724947805,0.971535614420454,-1.99450834127997,-3.01772082980852,-3.34221687538302,-0.871415080979142,4.03817502054861,2.04366667926864,-0.544508492640203,2.48119648523756,-0.33126101046541
"215",132.29,428349,7406,1924,163596,2962,22387,202335,4854,2796,66505,1194,500,5416,2667,6087,0.21815923106497,1.02929921526055,1.02964854216012,5.84951724856957,0.216370861321688,2.6002589533329,0.0373515703491867,3.78765801650187,-0.269989784874525,-1.61787391512243,2.82511970662605,-1.18641555152034,0.836200165879798,3.03764447222381,-0.692477160061537,-1.24409044299438,1.92499686543931,-2.09497125239554,-2.96542744792589,-0.582922731755973,-1.29132602216607,-0.466124917854159,0.46611453157747,0.00805895244499868,0.00209363009778254,0.178019495570079,0.00322314571186688,0.0243607572760175,0.220173932346585,0.00528195451904181,0.0030425102668399,0.0723684353705965,0.00129926940579644,0.000544082665743902,0.00589350343533795,0.00290213693907798,0.00662366237276627,2,342468,474873,-4.05764780137639,-4.44299362174848,0.962538309875823,-1.98891954074625,-3.09510949150057,-3.40804243838202,-0.900122841186733,4.01153525814639,2.02261571740014,-0.551613282932846,2.48637243051292,-0.32686917718385
"216",132.79,440868,8799,1666,165696,2925,24358,199733,4595,2762,71151,1202,387,5943,2552,6176,0.255517108804306,1.02454845617467,1.02477425336245,5.03316746406872,0.216712480872869,2.61776723361015,0.0372561490871012,3.82026238523138,-0.0938450470190573,-1.75805758193783,2.84167165844659,-1.19518864499866,0.924377211982438,3.02849834895917,-0.743514369874831,-1.25252807069538,1.99632125356839,-2.08449628956946,-3.21781371163484,-0.486269069297957,-1.33160576019994,-0.447812312960006,0.469601507435453,0.0093724735383937,0.00177458130639435,0.17649521257162,0.00311563644730101,0.0259455290883275,0.212750569069666,0.00489447845311047,0.00294201294613517,0.0757882560211671,0.0012803401742413,0.000412222668412133,0.00633033415600338,0.00271832622684177,0.00657851989693368,2,352644,482131,-3.91410743225044,-4.59972924038442,0.978590726784792,-1.91729444646415,-2.93551670546565,-3.32794072774455,-0.845350404878205,4.03686030344525,2.1195658569811,-0.50901370082055,2.49150553046175,-0.312756811883454
"217",133.29,428195,8960,1225,162239,2603,23871,196357,4713,2837,70983,1126,328,6105,2625,6230,0.193499423298732,1.02605802274672,1.02738783321834,5.29256482005065,0.217054100424051,2.63527551388741,0.0371607278250158,3.83180329076126,-0.0350051815527603,-2.02483456454291,2.86129514813614,-1.27111078252717,0.944888924523908,3.05215902247284,-0.677450760598006,-1.18502825271289,2.03466500321247,-2.1091038788221,-3.34251707913759,-0.418667300976931,-1.26269451249601,-0.398399075740238,0.466241723350577,0.0097561294298653,0.0013338458204894,0.176654540465616,0.00283428626182359,0.0259920274129815,0.213804052060275,0.00513176763425839,0.00308907803488034,0.0772901043884072,0.00122604930111923,0.000357144023771855,0.00664745202782675,0.00285824104390585,0.00678355874420321,2,348338,486950,-3.86680847231402,-4.88612971267905,0.970508142625124,-1.91640622361223,-2.8963003296889,-3.27996244911307,-0.826630144923663,4.13240593066331,2.21599970705108,-0.50757749211488,2.49659638168195,-0.334988175636961
"218",133.79,416029,8345,1287,162030,2962,22873,194031,4472,2701,69545,1310,335,5860,2519,6075,0.208560551267268,1.03872578949782,1.03499447060262,7.46933877773141,0.217395719975233,2.65278379416466,0.0370653065629303,3.80526292897412,-0.103829483282067,-1.97317811178188,2.86228946287704,-1.13962732455026,0.904465135249357,3.04252589971622,-0.727656304543067,-1.23186996558539,2.01648198466323,-1.95546490318281,-3.31911678755294,-0.457342436806944,-1.30163004302539,-0.421310051169253,0.462062431833882,0.00926837069928719,0.00142940600239456,0.179958550557879,0.00328974403969906,0.0254038877177706,0.215500447591779,0.00496682489720938,0.00299986450075191,0.0772401246593082,0.00145495094260829,0.0003720676074609,0.00650840650662947,0.00279772627819106,0.00674719616514915,2,342635,471229,-3.90909241225619,-4.83546757465892,0.942973466097079,-1.95782432762769,-2.96611894615911,-3.31963189968399,-0.845807478213816,4.0019167874273,2.04409245979962,-0.50421366104232,2.50164556880062,-0.318678434809728
"219",134.29,388173,7137,1259,155857,2823,20719,186265,4265,2689,64099,1253,413,5936,2587,5557,0.227558683346639,1.03060086502475,1.03265453328384,6.07318708433375,0.217737339526415,2.67029207444191,0.0369698853008449,3.76879190851685,-0.227366688032862,-1.96234145295958,2.85627971216526,-1.15485905875044,0.838391945656553,3.03451118290771,-0.74221702707815,-1.20348983073506,1.96776955515912,-1.96711853210786,-3.0769668940429,-0.411623702156713,-1.2421603048179,-0.477600813724008,0.457194781822122,0.0084060435884631,0.00148286519236024,0.183570230568459,0.00332496301670608,0.0244030849249498,0.21938513507147,0.00502336778825769,0.00316713622101405,0.0754965655004758,0.00147579832091134,0.00048643631806575,0.00699149148677553,0.0030469994063828,0.00654510077358686,2,332073,448961,-3.99615859654971,-4.81862116512484,0.912512196351585,-2.01788776650871,-3.08364640019812,-3.26790341432197,-0.888510157006145,4.0111387709157,1.99325100440699,-0.461272803656915,2.50665366478977,-0.301581200016935
"220",134.79,394970,7893,1477,155602,2670,21300,188255,4750,2994,64899,1215,386,5480,2434,6088,0.2381686925147,1.02873990250655,1.0283875259607,5.75340737687433,0.218078959077597,2.68780035471916,0.0368744640387595,3.76360597620894,-0.149227545714524,-1.82519083289155,2.83209762869133,-1.23312536402863,0.84350323627459,3.02259359031146,-0.657059218394239,-1.11859355044335,1.95762837883005,-2.02045975964828,-3.1671217459581,-0.514098735480865,-1.32566784187545,-0.408884215881404,0.459046992548927,0.00917350156262167,0.00171661748485902,0.180845710141525,0.0031031609238819,0.0247555534377096,0.218796089784789,0.00552060463986481,0.00347972427194847,0.0754277306363339,0.00141211255524963,0.000448621766523751,0.00636903440557035,0.0028288740407223,0.00707567179947304,2,311991,434997,-3.91283352192347,-4.65728846158288,0.931508347517611,-1.98859439241674,-2.98132517440586,-3.3461963641722,-0.874469249861281,4.06522299271997,2.07662860030322,-0.461534332049113,2.51162123127172,-0.332364793273601
"221",135.29,392751,8005,1523,147456,2684,20143,179298,4358,2494,63805,1067,414,5520,2646,5728,0.176416713098424,1.02824226282969,1.02897302851237,5.66789513859481,0.218420578628778,2.70530863499641,0.036779042776674,3.78663208913007,-0.106477387702688,-1.76586166023834,2.80698609204195,-1.19923551504193,0.816313099344921,3.00250549190783,-0.714530497628937,-1.27265588689352,1.96928782303457,-2.12169276183175,-3.06843303930819,-0.478165873862362,-1.2134946684586,-0.441177304493021,0.46873702100032,0.00955373723582514,0.00181765669083844,0.175984494421715,0.0032032767946227,0.0240400910857247,0.213987005485194,0.00520114764193953,0.002976517259981,0.0761494321463864,0.00127343380769837,0.000494097091271906,0.00658796121695875,0.00315792488769436,0.00683620323382966,1,335877,450197,-3.89310947683276,-4.57284775228029,0.979645997088122,-1.99067299269703,-2.91346347974464,-3.28515196590431,-0.837698269007377,4.00622160708388,2.01554861438685,-0.558125389264583,2.51654881881466,-0.292940243231279
"222",135.79,400488,8116,1184,153195,2558,20900,183694,4523,3453,65872,974,385,5593,2640,5713,0.202255515925869,1.0387580762591,1.04251522417176,7.47488679440354,0.21876219817996,2.72281691527367,0.0366836215145886,3.80137093417007,-0.0974754473790773,-2.02241433288083,2.84039875035553,-1.25208716618599,0.84843628962812,3.02195846039619,-0.682137378846939,-0.95206945093479,1.9964005956849,-2.21765684468225,-3.145824814037,-0.469797053503195,-1.22053395218442,-0.44856858960032,0.466069583189804,0.00944502890765378,0.00137788494660696,0.178281321279943,0.00297688318701064,0.0243224623176397,0.213774659951029,0.00526366014653993,0.004018443176211,0.0766588152051466,0.00113349656925268,0.000448045358482837,0.00650887711686885,0.0030723110295966,0.00664852761821415,2,343357,463380,-3.89884638154914,-4.86281308323636,0.960972183814539,-1.99196246072741,-2.9378741977346,-3.31019580385872,-0.843998154670623,4.09248591654152,2.10052345581411,-0.269932072087851,2.52143696721853,-0.299776729590525
"223",136.29,409243,7347,1088,160640,2853,22110,196603,5042,3200,68329,1309,423,5934,2590,5982,0.238118683346645,1.06794228421834,1.05873526470742,12.4897741940114,0.219103817731142,2.74032519555092,0.0365882002525032,3.77877742134527,-0.24123962366217,-2.15119054186656,2.84363414620305,-1.18716061806895,0.860498304569044,3.0456547767063,-0.617728861534583,-1.07238088049463,1.98880258352505,-1.96626820337255,-3.09591479023617,-0.454833168431681,-1.28387381458886,-0.446776730092555,0.458436438954937,0.00823015303133328,0.00121878406126182,0.179949881986304,0.0031959475429963,0.0247677533037674,0.220235848158325,0.00564807834272253,0.00358465900371124,0.076542551582683,0.00146634957370563,0.00047384711205308,0.00664730204000703,0.00290133338112879,0.0067010719250627,2,338969,469924,-4.02001704500744,-4.99482468806961,0.93514327514222,-1.98313584163401,-3.08487376986522,-3.29846731463473,-0.854831562678005,4.030794764272,2.04765892263799,-0.454652018960047,2.52628620579184,-0.326662321729912
"224",136.79,411941,6815,976,165903,2980,23673,205163,4907,3105,70055,1084,450,5530,2765,6105,0.255014483186922,1.04814578043523,1.0502025890262,9.08802906127129,0.219445437282324,2.75783347582817,0.0364927789904177,3.794305207407,-0.307448862655879,-2.25086762037342,2.88482835241117,-1.13465162728706,0.937760230402633,3.09722985734326,-0.635912170696608,-1.09356121241893,2.02270572001882,-2.14591702478692,-3.02508262402215,-0.516387112270131,-1.20953429283008,-0.417466820241707,0.451961266199427,0.00747708052645669,0.00107081886923283,0.182020556211408,0.0032695084326986,0.0259728433312999,0.225094684086491,0.00538371740914497,0.00340665224279501,0.0768608769304363,0.00118931112115613,0.000493717716347103,0.00606724215866551,0.00303362107933276,0.00669810368510903,2,330117,463829,-4.10175407006288,-5.13569597278458,0.909476854995836,-1.94706812200853,-3.19227721506704,-3.4012154646813,-0.862122632392345,4.01947997969823,2.07241185768969,-0.457649041722324,2.53109705361963,-0.340068812739292
"225",137.29,411318,7241,979,169020,3028,23231,204531,4840,2887,69308,1573,369,5889,2697,6014,0.27700607222074,1.03696844046143,1.0363053203377,7.1673635604628,0.219787056833506,2.77534175610542,0.0363973577283323,3.78116236219789,-0.258444957350356,-2.25942791220867,2.8918127753593,-1.13030194018184,0.907283317881788,3.08251527747938,-0.661289555028499,-1.17798637507624,2.00035606389156,-1.7852196516809,-3.23516291069865,-0.465118071794606,-1.24606423159945,-0.444114191190702,0.450549607032341,0.00793164827340691,0.00107237724895254,0.185141167127639,0.00331681134813922,0.0254467782128871,0.224039214612372,0.00530164033190021,0.00316236273516444,0.0759186132486239,0.00172303310786757,0.000404195306295698,0.00645069419722321,0.00295424049073034,0.00658761672645617,2,330927,471324,-4.03960731954824,-5.15124068756796,0.889349586838589,-1.98452945747751,-3.15025773270965,-3.3569308471539,-0.891456711467736,4.02211471554113,2.03758525806363,-0.516696820047742,2.53587001982298,-0.353647948365094
"226",137.79,398144,8669,1136,159873,2783,22093,194448,4463,2794,67989,1426,396,5891,2603,6071,0.224109699819586,1.02695258340175,1.02895068087773,5.44628223336265,0.220128676384687,2.79285003638268,0.0363019364662468,3.75733356956601,-0.0697267354400382,-2.10196685902758,2.84489957072096,-1.20595069678279,0.86578063694235,3.0406845958019,-0.733658993679409,-1.20200591849177,1.98986574805836,-1.87460685733444,-3.1558212470542,-0.456054416786991,-1.27281555331411,-0.425956843178245,0.453064991311809,0.00986482380666812,0.00129270271592744,0.181926286358686,0.0031668940655159,0.0251405643512191,0.221270649389665,0.00507863751864803,0.00317941143336379,0.0773675747827383,0.00162270605009906,0.000450625242524002,0.00670361945381034,0.00296206440982318,0.00690844910950307,2,342265,464233,-3.82706030500605,-4.94686642974854,0.912433998845056,-1.97911893377861,-2.914626306161,-3.30095398750795,-0.855033822662595,4.05085026750374,2.07173133372514,-0.468346924812363,2.54060560381026,-0.304801290541401
"227",138.29,385554,7270,1121,154631,2617,20834,186475,4503,2899,67884,1310,327,5711,2481,5641,0.174876297282138,1.02705473212955,1.02691354698253,5.46383502659439,0.220470295935869,2.81035831665993,0.0362065152041614,3.77862314842744,-0.192301821041542,-2.06183696849695,2.86498352092984,-1.21402948903896,0.860528154975287,3.05223906925426,-0.671314271267535,-1.11169226264745,2.04174225356205,-1.90603097537391,-3.29385322067185,-0.433663972904244,-1.26739640787731,-0.445996757829131,0.453989247083925,0.00856041391426398,0.00131997579063135,0.182077766709292,0.00308151350944001,0.0245320032310558,0.219574028151634,0.00530227563355305,0.00341356807942934,0.0799333064863681,0.00154252300243271,0.000385042001370608,0.00672469379152154,0.00292137371682104,0.00664226889826178,1,346880,462163,-3.97092496946899,-4.92682048942678,0.913639627497608,-2.00445536595455,-3.05728534197138,-3.29864749383408,-0.823241267367787,4.0790130099688,2.07455764401425,-0.440377991379916,2.54530429552066,-0.286938743899154
"228",138.79,402084,7633,1263,160733,2679,21504,195744,4808,2787,67242,1041,486,5759,2365,5612,0.238218001360431,1.02556572839156,1.02751792853421,5.20797109860804,0.220811915487051,2.82786659693718,0.036111093942076,3.78789463370134,-0.176285435497125,-1.9752765449451,2.87097821493507,-1.22332279775099,0.859472576027281,3.0680412947467,-0.638485191080552,-1.18380063981365,1.99953166398449,-2.16858459868063,-2.9303130433951,-0.458002539788923,-1.34798836636956,-0.483859226073244,0.45601197631955,0.00865674688683739,0.00143239503708576,0.182290697938168,0.0030383106131059,0.0243881416290516,0.221997414203734,0.00545285458298365,0.00316079569941253,0.0762605756799056,0.00118062013745549,0.000551182888379795,0.00653140381518361,0.0026821965658811,0.00636468800326627,2,343707,463737,-3.96418006919847,-4.84625475988017,0.916916418766276,-2.01150563890778,-3.04726365043219,-3.32898075472399,-0.871446550950578,4.09430101268605,2.08279537377827,-0.545315448733095,2.54996657566005,-0.299528030936548
"229",139.29,422547,6697,1282,164768,2891,21478,199733,4959,3103,66915,1308,346,5581,2731,6364,0.25956769763111,1.03168840551965,1.02996746831441,6.2600653142339,0.221153535038233,2.84537487721443,0.0360156726799905,3.81660698003236,-0.32803403825351,-1.98127234468294,2.87484472068231,-1.16809124014721,0.837335452254601,3.06728777146023,-0.628489595674426,-1.09732431771518,1.97372945406691,-1.96119445014642,-3.29101020710584,-0.510325731375127,-1.22502586068986,-0.379036592705883,0.463978926170222,0.00735365975515618,0.00140770371899511,0.180923967528382,0.00317447071108803,0.0235839785308712,0.219317384482098,0.00544524394890541,0.003407257909549,0.0734762046463007,0.00143625309239126,0.000379926276733469,0.00612823280476731,0.00299878225941937,0.00698800816512079,2,330697,457490,-4.14464101828587,-4.85611706536525,0.941762259350049,-2.03750926842771,-3.20287875893582,-3.38517045205743,-0.901115266615393,4.04293596082952,2.00542669240182,-0.468834722040754,2.55459291592959,-0.324552478272754
"230",139.79,429208,8277,1326,161183,2941,21303,198382,4916,3123,65036,1317,383,5612,2788,6173,0.263397554786605,1.03233296429403,1.02930306756186,6.37082349141197,0.221495154589415,2.86288315749168,0.0359202514179051,3.81126135073519,-0.137199715273365,-1.96851340741295,2.83186006627763,-1.17193063960477,0.808167608691442,3.03951416575186,-0.658185107472835,-1.11188622087568,1.92426066355668,-1.97532387641548,-3.21040058897811,-0.525773136936409,-1.22535580627835,-0.430495355764865,0.470639320677919,0.00907597635004737,0.00145399838590828,0.176741947085863,0.00322489385592477,0.0233593722586757,0.217531755500193,0.00539054001894803,0.00342446226183375,0.071313905751079,0.00144412961858311,0.000419970876171094,0.00615372469209446,0.00305712481139689,0.00676887785536335,2,336248,465148,-3.94846106600856,-4.80037347369059,0.979401284457559,-2.02369245758619,-2.969059781551,-3.35763320321404,-0.90759940272095,4.0037907058824,1.98009824829621,-0.453701113402847,2.5591837792473,-0.324506651574082
"231",140.29,433853,8051,1285,159643,2714,20598,195280,4407,2692,64503,1243,400,5774,2562,5561,0.256432463253777,1.02454204455459,1.02590666117467,5.03206571915135,0.221836774140596,2.88039143776894,0.0358248301558197,3.86393166826351,-0.122977791466555,-1.95801538043722,2.8641659735022,-1.21035053737172,0.816419884919211,3.06566032730031,-0.725579912924549,-1.21848968700192,1.9579376355636,-1.99124628625582,-3.12506483065855,-0.455409017543656,-1.26798589530986,-0.492996150578972,0.477514016593181,0.00886121646638769,0.00141431662642009,0.175708754234695,0.0029871247658398,0.0226708901719853,0.214932101795577,0.00485050067909211,0.00296291078468708,0.070994292104261,0.00136808993512854,0.000440254202776683,0.00635506941708142,0.00281982816878466,0.00612063405410284,2,346259,470291,-3.98690945973006,-4.82218135393941,0.99976569476131,-2.04774608858299,-2.98714376496875,-3.31957499104585,-0.906228337938595,4.07451651087392,2.02677042229093,-0.492909774077369,2.56373961996295,-0.306164602103126
"232",140.79,423305,9813,1444,147015,2700,19815,185121,4530,2321,64450,1216,405,5592,2592,5226,0.235540330642043,1.02624857610917,1.02599928389956,5.32530868130656,0.222178393691778,2.89789971804619,0.0357294088937342,3.8462146498881,0.0818297277016395,-1.83446126905208,2.78865631286654,-1.20862653651243,0.784560917119681,3.01913135580953,-0.691156370027774,-1.35988018223042,1.96401141986248,-2.00631152597874,-3.10574652139832,-0.480541304591208,-1.24944853103269,-0.548232142424296,0.483476006373173,0.0112078762370866,0.00164925846187232,0.16791255732144,0.00308379352289146,0.0226316180207756,0.211435163241181,0.00517392024396233,0.00265092028393743,0.0736112935371683,0.00138884923105037,0.000462569028433718,0.00638687902963297,0.0029604417819758,0.0059688536854188,2,354989,471460,-3.76438492218646,-4.62311758191862,1.05755833702156,-2.00409539574685,-2.7068265851649,-3.26919761745774,-0.824644893004057,3.99728284937897,1.99318745363211,-0.668723812202643,2.56826088406632,-0.283747459763952
