"","position..mm.","Fe.x","Mn.x","S.x","Ti.x","Rb.x","Zr.x","Ca.x","mean_gray","RABD673","Moving.Average","TChl.ug.g","TNWt","TCWt","TSWt","Fe.y","Mn.y","S.y","Ti.y","Rb.y","Zr.y","Ca.y","Fe","Mn","S","Ti","Rb","Zr","Ca","facies_class","Cr.inc","Cr.coh","Mn_Fe","S_Ti","Fe_Ti","Zr_Rb","TCWt_TNWt","Cr.inc_Cr.coh","Fe_Mn","Mn_Ti"
"1",25.29,432782,5351,1014,185276,5734,3062,67935,0.171532388134741,1.03329817835371,1.03213190153275,6.53668167857168,0.222368150949478,2.61070275306702,0.0844803154468536,3.20347697457648,-1.18947370311295,-2.85285425727313,2.35508944276301,-1.12034379498094,-1.74768886520663,1.35179420323417,0.617242431762494,0.00763170430461782,0.00144618728553214,0.26424437427441,0.00817794664224978,0.0043670862606503,0.0968902694700451,1,321731,483859,-4.39295067768943,-5.20794370003614,0.848387531813473,-0.627345070225686,2.46304037216401,-0.408077749286451,4.39295067768943,-3.54456314587596
"2",25.79,439409,6600,972,188177,5991,3125,70826,0.197086994942772,1.03472426589083,1.03505299800582,6.78173436016642,0.222368150949478,2.61070275306702,0.0844803154468536,3.17523026832953,-1.02313072485494,-2.93859984840902,2.3271826353812,-1.11994203078554,-1.77076609069896,1.35002579103773,0.614472101803944,0.00922947839463012,0.00135925045448189,0.263147811494896,0.00837784925185289,0.00437001817927563,0.0990434904209202,2,331828,490266,-4.19836099318447,-5.26578248379022,0.848047632948325,-0.650824059913423,2.46304037216401,-0.390331338572379,4.19836099318447,-3.35031336023615
"3",26.29,430405,6762,1002,182396,5521,3039,68393,0.177571360127762,1.03839122120815,1.04091735599563,7.41184801757466,0.222368150949478,2.61070275306702,0.0844803154468536,3.17478641475892,-0.97862150683585,-2.88794220845887,2.31623993645366,-1.18138120781964,-1.77841169718689,1.33533026908866,0.617052176431289,0.00969437347853389,0.0014365220682477,0.261492893373361,0.00791520792294966,0.0043568768117812,0.0980519499138374,1,335646,489335,-4.15340792159477,-5.20418214491253,0.858546478305261,-0.597030489367251,2.46304037216401,-0.37699029335698,4.15340792159477,-3.29486144328951
"4",26.79,419479,6963,1056,172416,5728,3147,64005,0.153083086386894,1.05578623428384,1.05421992450655,10.4009314290938,0.222368150949478,2.61070275306702,0.0844803154468536,3.14832782495941,-0.95007522413966,-2.836197454816,2.25922452124777,-1.14531921044173,-1.7442360220178,1.268275565208,0.623488021593534,0.0103493788589078,0.00156957404495284,0.256268634975936,0.00851375012262297,0.00467750901464639,0.0951331313894,1,337577,480875,-4.09840304909907,-5.09542197606377,0.889103303711638,-0.598916811576075,2.46304037216401,-0.353813728633557,4.09840304909907,-3.20929974538743
"5",27.29,406980,7080,943,169191,5562,3548,60743,0.142988143021915,1.07106401886463,1.06429534767831,13.026199501988,0.222368150949478,2.61070275306702,0.0844803154468536,3.13342534714115,-0.918064789339269,-2.93402769339358,2.25568955722315,-1.15938094123312,-1.60895463259756,1.23131315219925,0.622248859791422,0.0108249101364275,0.001441792409414,0.258683244476314,0.00850397601395618,0.00542468660509107,0.0928725305673751,1,326453,468341,-4.05149013648041,-5.18971725061672,0.877735789917999,-0.44957369136444,2.46304037216401,-0.360910675713368,4.05149013648041,-3.17375434656242
"6",27.79,401540,7355,1102,170295,6449,3633,61853,0.159377283293409,1.05682436278457,1.05709276744833,10.5793189167633,0.222368150949478,2.61070275306702,0.0844803154468536,3.06615131450116,-0.933775486270871,-2.83202912959355,2.20837638696033,-1.06523076029603,-1.63909708708521,1.19560476178416,0.615644553200036,0.0112767487393193,0.00168959580023519,0.261097746643423,0.00988766181099525,0.00557014659006757,0.0948335472159233,1,312246,456222,-3.99992680077203,-5.04040551655388,0.857774927540826,-0.573866326789175,2.46304037216401,-0.379188194475044,3.99992680077203,-3.14215187323121
"7",28.29,488180,6990,1611,193793,6930,3032,70986,0.170107246325375,1.04392893738428,1.0446241539607,8.36342508668864,0.222368150949478,2.61070275306702,0.0844803154468536,3.16405913525736,-1.08214449879974,-2.54976995085062,2.24016552404784,-1.09076524184364,-1.91740258726533,1.23585761945413,0.632749292956001,0.00906001384276793,0.00208808044359072,0.251182727128974,0.00898224548360254,0.00392989441649104,0.0920077457285729,1,322727,495176,-4.2462036340571,-4.78993547489845,0.923893611209527,-0.826637345421687,2.46304037216401,-0.428106490329037,4.2462036340571,-3.32231002284757
"8",28.79,416910,6417,1880,172889,5872,2321,63905,0.179344280602136,1.03777547571761,1.03984846066521,7.30604098980884,0.222368150949478,2.61070275306702,0.0844803154468536,3.11210841958939,-1.06181123280883,-2.28949017473535,2.23188781849822,-1.15056666026499,-2.07876382428491,1.23663565400647,0.622073608537229,0.0095748395240781,0.00280515790950083,0.257968588199835,0.00876164215137706,0.00346317633401672,0.0953529873439631,2,369824,492345,-4.17391965239822,-4.52137799323357,0.880220601091168,-0.928197164019914,2.46304037216401,-0.286152473471942,4.17391965239822,-3.29369905130705
"9",29.29,349759,6855,1360,146625,5501,3023,54590,0.185797216455209,1.04552425152984,1.04228921155313,8.63755693286243,0.222368150949478,2.61070275306702,0.0844803154468536,3.01601349000915,-0.916252542857278,-2.5337461561236,2.14664745110208,-1.13630096197823,-1.73498114007423,1.15861985992211,0.616084183381392,0.0120747631285526,0.00239557663819571,0.258273106305475,0.00968975521081955,0.00532487365975414,0.0961577416758116,2,331521,443308,-3.93226603286642,-4.68039360722568,0.869366038907062,-0.598680178096,2.46304037216401,-0.290573632022051,3.93226603286642,-3.06289999395936
"10",29.79,369244,6506,1532,162791,5504,3228,57284,0.159060519918374,1.04431026310044,1.0457029730524,8.42895043970741,0.222368150949478,2.61070275306702,0.0844803154468536,3.02166010860641,-1.01707273546821,-2.46322349220097,2.20266960596565,-1.18432246288832,-1.71793481311166,1.15822378909709,0.60922405785289,0.0107343970934962,0.00252768157811807,0.268592566438262,0.00908117454697248,0.00532595047922005,0.0945141720110413,1,324378,446150,-4.03873284407462,-4.66589309816662,0.81899050264076,-0.53361235022334,2.46304037216401,-0.318745715913862,4.03873284407462,-3.21974234143386
"11",30.29,384008,6955,1740,178396,6081,3090,61475,0.157278017330611,1.04667525106259,1.0447281892853,8.83533968789927,0.222333823546767,2.61288269805908,0.0853360632807016,2.99637967744324,-1.0148228828854,-2.40039859503437,2.22972209010907,-1.14911455212284,-1.82611261735115,1.16434687984145,0.598380976867759,0.0108376380026334,0.00271135731482131,0.27798580433038,0.00947572633990136,0.00481499661080336,0.0957935005337011,1,307037,449343,-4.01120256032864,-4.63012068514344,0.76665758733417,-0.676998065228318,2.46402941073709,-0.380818254428107,4.01120256032864,-3.24454497299447
"12",30.79,386103,7013,1716,178776,5824,3164,60312,0.168891839233432,1.04107421075983,1.04089168182824,7.87288127620412,0.222274638369679,2.61664122390747,0.0868114905804396,3.00705348480212,-1.00128511889088,-2.40905468737989,2.23708293709643,-1.18706337755127,-1.79721363854025,1.15048040046374,0.600557155922776,0.0109082481474799,0.00266912217611229,0.278074001256789,0.00905883890074474,0.00492138844126998,0.0938112451548277,1,310786,455114,-4.008338603693,-4.64613762447631,0.76997054770569,-0.610150260988977,2.46573307165777,-0.381443364585339,4.008338603693,-3.23836805598731
"13",31.29,388807,6109,1478,181350,5744,3246,60066,0.190780334190993,1.03682847413537,1.03692145459825,7.14331235558226,0.222215453192592,2.62039974975586,0.0882869178801775,3.05094191697291,-1.1023780658989,-2.52145133704052,2.28828770616238,-1.16398532782061,-1.73471769047413,1.18330279809887,0.601123995052567,0.00944495980210266,0.00228509585652443,0.280380333951763,0.00888064316635745,0.00501855287569573,0.0928664192949907,2,322466,461433,-4.15331998287181,-4.8097390432029,0.762654210810527,-0.570732362653524,2.46743474025067,-0.358339160317064,4.15331998287181,-3.39066577206128
"14",31.79,392638,6659,1427,183946,5425,2537,60170,0.167433782273091,1.03724662949782,1.03486838874527,7.21516635487991,0.222156268015504,2.62415827560425,0.0897623451799154,3.09313834850517,-0.983780396151386,-2.52417538078517,2.33489251699507,-1.18873181985335,-1.94876743866273,1.21742416995239,0.601465681784063,0.0102006427676386,0.00218596144006912,0.281779161215805,0.00831032993158722,0.0038863238776842,0.0921718989831526,1,321811,462825,-4.07691874465656,-4.85906789778024,0.758245831510098,-0.760035618809378,2.46913442246804,-0.363384596178986,4.07691874465656,-3.31867291314646
"15",32.29,372710,7351,1162,169145,5075,2573,56725,0.189020071570106,1.0310848557409,1.03292312725328,6.15635394455386,0.222097082838416,2.62791680145264,0.0912377724796534,3.09163634045694,-0.834327938507928,-2.67902163847016,2.30159203832743,-1.20483777197203,-1.88409176360027,1.20905073376603,0.606287851306485,0.0119578814492607,0.00189022694110203,0.275148395828487,0.00825550923071668,0.0041855025124402,0.0922746327315081,2,333681,464531,-3.92596427896486,-4.98061367679759,0.790044302129509,-0.679253991628244,2.47083212423675,-0.33084284768796,3.92596427896486,-3.13591997683536
"16",32.79,367576,6765,1329,162537,5380,3031,53546,0.17613279626179,1.032651631131,1.03569010193013,6.42558181507926,0.222037897661328,2.63167532730103,0.0927131997793913,3.05462340294831,-0.940544435422183,-2.56787991731383,2.23859897111459,-1.16961832287124,-1.74341409896927,1.12823440051361,0.61245926113529,0.0112719190088043,0.00221439473210656,0.270820975600003,0.00896421644750435,0.00505028625509028,0.0892189468212022,1,331967,459009,-3.99516783837049,-4.80647888842842,0.81602443183372,-0.573795776098027,2.47252785145846,-0.324034251325592,3.99516783837049,-3.17914340653677
"17",33.29,372851,6887,1985,157821,5712,2694,56544,0.161239752757816,1.04593791989665,1.03958460608151,8.7086399063404,0.221978712484241,2.63543385314941,0.0941886270791292,3.01167741241568,-0.979865887051685,-2.22388254947509,2.1519600157911,-1.16693223857696,-1.91847438562607,1.12551763252304,0.616798512474896,0.0113929997650928,0.0032837381347044,0.261079514436868,0.00944922530248439,0.004456619916823,0.0935393899691312,1,331678,459378,-3.99154329946736,-4.37584256526619,0.859717396624579,-0.751542147049111,2.47422161000976,-0.325708781797078,3.99154329946736,-3.13182590284278
"18",33.79,383962,7062,2511,153781,5678,2534,58172,0.20696563333629,1.03294448778457,1.03666657186608,6.47590502905552,0.221919527307153,2.6391923789978,0.0956640543788671,3.00893148097432,-0.986883810877179,-2.02093102820793,2.09391740399572,-1.20501305033259,-2.01181302648443,1.12179203093209,0.625650969529086,0.0115072510998859,0.00409157568844712,0.250580087990875,0.00925207756232687,0.00412905328336321,0.094788984846016,2,340981,467763,-3.9958152918515,-4.11484843220365,0.915014076978601,-0.806799976151832,2.47591340574229,-0.316135000136145,3.9958152918515,-3.0808012148729
"19",34.29,384061,7613,2594,154242,5009,2385,60151,0.207466389850057,1.03715810947598,1.03476158981223,7.19995545922262,0.221860342130065,2.64295090484619,0.0971394816786051,3.01513338327525,-0.905810698539076,-1.9824669249689,2.10285478671999,-1.32443171648767,-2.06646888652285,1.16119005652325,0.623419986851823,0.0123576628710099,0.00421066300898459,0.250370502633693,0.00813076754510555,0.0038714075853617,0.0976390095040216,2,346641,470807,-3.92094408181433,-4.08532171168889,0.91227859655526,-0.742037170035175,2.47760324448292,-0.306158581320062,3.92094408181433,-3.00866548525907
"20",34.79,398502,5924,1795,163089,5412,2895,62302,0.248672082335196,1.02925348832023,1.03414437311936,5.84165972997062,0.221801156952977,2.64670943069458,0.098614908978343,3.08348068149673,-1.12521993913597,-2.31922681360128,2.19006422852472,-1.21561312523298,-1.84124672451656,1.22776169246534,0.62273819030221,0.00925742164242662,0.00280504251319308,0.254858818069162,0.00845732037961055,0.00452401007002449,0.0973591970233733,2,338769,477401,-4.2087006206327,-4.509291042126,0.893416452972013,-0.625633599283583,2.47929113203387,-0.343038349400158,4.2087006206327,-3.31528416766069
"21",35.29,416604,6912,1589,170745,5586,2620,64361,0.20853175760802,1.04638138316885,1.04375383729112,8.78484270680838,0.221741971775889,2.65046795654297,0.100090336278081,3.11547657178572,-0.983400527029546,-2.45355467097672,2.22351165691399,-1.19639609100832,-1.95348524075829,1.24784830107317,0.623269605650365,0.0103408500980675,0.0023772585077878,0.255446824362636,0.00835705854279589,0.0039197088045337,0.0962886940338142,2,339286,487035,-4.09887709881527,-4.67706632789071,0.891964914871733,-0.757089149749979,2.48097707417282,-0.361492579564992,4.09887709881527,-3.20691218394354
"22",35.79,394576,8058,1327,162161,5591,2774,60713,0.10693342560554,1.04583556915284,1.0459298379345,8.69105239955561,0.221682786598802,2.65422648239136,0.101565763577819,3.08015549797441,-0.810990885910627,-2.61473551732971,2.19093339619384,-1.17649811063527,-1.87736595078714,1.20850157049451,0.621183879093199,0.0126857682619647,0.00208910579345088,0.255291246851385,0.00880195214105793,0.00436712846347607,0.095580919395466,1,348861,489190,-3.89114638388504,-4.80566891352355,0.889222101780575,-0.700867840151868,2.48266107665312,-0.338077400001612,3.89114638388504,-3.00192428210446
"23",36.29,403373,8525,1334,168070,6053,2678,63081,0.151618705231716,1.03775746911354,1.03903239244978,7.30294681325913,0.221623601421714,2.65798500823975,0.103041190877557,3.07336582059739,-0.783492848427389,-2.63831392410354,2.19788468769151,-1.12594185468742,-1.94142562432799,1.21792374325744,0.617614995238197,0.0130528514164449,0.00204252243865543,0.257336391502862,0.00926790728724235,0.00410035613996944,0.0965849759766289,1,346104,483687,-3.85685866902477,-4.83619861179504,0.87548113290588,-0.815483769640569,2.48434314520387,-0.334698695376977,3.85685866902478,-2.98137753611889
"24",36.79,402426,7687,1539,168895,5837,2640,64177,0.180699816047085,1.03283293800146,1.03253925081077,6.45673679935563,0.221564416244626,2.66174353408813,0.104516618177295,3.0697837049181,-0.888196933739188,-2.49659466924944,2.20154969595381,-1.16351055788453,-1.95694860694796,1.2339173669492,0.616082951495788,0.0117681999874464,0.00235608947322493,0.258565127732505,0.00893599366810522,0.00404163496381665,0.0982500026791141,2,346370,479599,-3.95798063865729,-4.69814436520325,0.86823400896429,-0.793438049063429,2.48602328553007,-0.325442770223281,3.95798063865729,-3.089746629693
"25",37.29,389021,7198,1407,153869,5515,2752,59293,0.192355139147665,1.03041511689083,1.02951290922707,6.0412689326547,0.221505231067538,2.66550205993652,0.105992045477033,3.08973493623011,-0.900095180850223,-2.53243861237481,2.16220320054845,-1.1664267378016,-1.86157047043596,1.20859286468404,0.628411045868299,0.0116273998271559,0.00227281905484973,0.248554651848382,0.00890873993425463,0.00444548545767339,0.0957798580093853,2,361286,477155,-3.98983011708033,-4.69464181292326,0.927531735681655,-0.695143732634369,2.48770150331276,-0.278171497252654,3.98983011708033,-3.06229838139867
"26",37.79,369834,7835,1007,146729,5377,2824,53015,0.181911603229527,1.03004959111208,1.03194685452111,5.97845857218043,0.22144604589045,2.66926058578491,0.107467472776771,3.10475741293746,-0.749695967571258,-2.80132122964282,2.18029050457804,-1.1261662455517,-1.77014252374825,1.16227804899852,0.630447938277014,0.0133561532914778,0.00171661089527992,0.250125720013433,0.00916605440309842,0.00481401109063603,0.0903735120290614,2,342004,454203,-3.85445338050872,-4.98161173422085,0.924466908359427,-0.643976278196545,2.48937780420918,-0.283721801768819,3.85445338050872,-2.92998647214929
"27",38.29,355209,7287,773,142643,5629,2711,51613,0.177126411735132,1.03769749318632,1.03536872649782,7.29264081070754,0.221386860713363,2.6730191116333,0.108942900076509,3.12546491749629,-0.761149492450424,-3.00471766153328,2.21310357416374,-1.01930962465668,-1.74992386062204,1.1965321476024,0.627727461497,0.0128776298233678,0.0013660502063213,0.252079559612275,0.0099476023433151,0.00479089535489914,0.0912108011628215,1,335146,444314,-3.88661440994671,-5.21782123569702,0.912361343332547,-0.730614235965361,2.49105219385285,-0.281965261908007,3.88661440994671,-2.97425306661416
"28",38.79,353119,6599,932,140930,5249,2670,50546,0.193852321888031,1.03255281627074,1.03254980041921,6.4086018991496,0.221327675536275,2.67677763748169,0.110418327376246,3.12472454641201,-0.855162441792614,-2.81250302849044,2.20618274900952,-1.08404298192374,-1.76000209178174,1.18080324856699,0.630518976153702,0.0117829817246828,0.0016641519877867,0.251640493174656,0.00937246114151541,0.00476747404226446,0.090253461775393,2,315804,437511,-3.97988698820463,-5.01868577749997,0.918541797402492,-0.675959109858005,2.49272467785376,-0.325980080352952,3.97988698820463,-3.06134519080214
"29",39.29,382369,6634,925,150674,5175,2715,54480,0.21503987933635,1.02575953714119,1.0286401970655,5.24127435144402,0.221268490359187,2.68053616333008,0.111893754675984,3.17264096424192,-0.881537206178754,-2.85170668817333,2.24137341584241,-1.12990580755218,-1.77495319331772,1.22408851513764,0.634140557107129,0.0110021692549571,0.0015340679169182,0.249885566825657,0.00858248807573154,0.00450269664263017,0.0903524541769767,2,330861,461295,-4.05417817042068,-5.09308010401573,0.931267548399515,-0.645047385765534,2.49439526179845,-0.332339403970878,4.05417817042068,-3.12291062202116
"30",39.79,365494,6658,1008,149003,5255,2768,53327,0.198986557832787,1.03173263105531,1.0325178023639,6.2676648379847,0.221209305182099,2.68429468917847,0.113369181975722,3.12085680267812,-0.884573921355467,-2.77242489085912,2.22357337946266,-1.12121305617939,-1.76226802275288,1.19604970900608,0.626368221444938,0.0114101999441315,0.00172746793987452,0.255355064925717,0.00900579764289742,0.00474368180314749,0.0913895662992941,2,304420,431829,-4.00543072403359,-4.99599827032178,0.897283423215462,-0.641054966573492,2.4960639512502,-0.349621349696563,4.00543072403359,-3.10814730081812
